detector,pixel_number,slot,source,linear_position,horizontal_position,within_scanned_range
lower,1105,R2C3,Bi-207-8779,32.587,-6.17,False
lower,1106,R1C2,Cd-109-9178,31.475,1.212,False
lower,1106,R1C3,Bi-207-8890,31.388,-2.573,False
lower,1106,R2C1,Bi-207-9176,32.512,4.506,False
lower,1106,R2C2,Bi-207-9177,32.396,-0.54,False
lower,1106,R2C3,Bi-207-8779,32.616,-4.909,False
lower,1107,R1C2,Cd-109-9178,31.504,2.473,False
lower,1107,R1C3,Bi-207-8890,31.417,-1.311,False
lower,1107,R2C1,Bi-207-9176,32.541,5.768,False
lower,1107,R2C2,Bi-207-9177,32.425,0.721,False
lower,1107,R2C3,Bi-207-8779,32.645,-3.647,False
lower,1108,R1C2,Cd-109-9178,31.533,3.735,False
lower,1108,R1C3,Bi-207-8890,31.446,-0.05,False
lower,1108,R2C1,Bi-207-9176,32.57,7.029,False
lower,1108,R2C2,Bi-207-9177,32.454,1.983,True
lower,1108,R2C3,Bi-207-8779,32.674,-2.386,False
lower,1109,R1C2,Cd-109-9178,31.562,4.996,False
lower,1109,R1C3,Bi-207-8890,31.475,1.212,False
lower,1109,R2C1,Bi-207-9176,32.599,8.291,False
lower,1109,R2C2,Bi-207-9177,32.483,3.244,True
lower,1109,R2C3,Bi-207-8779,32.703,-1.124,False
lower,1110,R1C2,Cd-109-9178,31.591,6.258,False
lower,1110,R1C3,Bi-207-8890,31.504,2.473,False
lower,1110,R2C1,Bi-207-9176,32.628,9.552,False
lower,1110,R2C2,Bi-207-9177,32.512,4.506,False
lower,1110,R2C3,Bi-207-8779,32.732,0.137,False
lower,1111,R1C2,Cd-109-9178,31.62,7.52,False
lower,1111,R1C3,Bi-207-8890,31.533,3.735,False
lower,1111,R2C1,Bi-207-9176,32.657,10.814,False
lower,1111,R2C2,Bi-207-9177,32.541,5.768,False
lower,1111,R2C3,Bi-207-8779,32.761,1.399,False
lower,1112,R1C2,Cd-109-9178,31.649,8.781,False
lower,1112,R1C3,Bi-207-8890,31.562,4.996,False
lower,1112,R2C1,Bi-207-9176,32.686,12.075,False
lower,1112,R2C2,Bi-207-9177,32.57,7.029,False
lower,1112,R2C3,Bi-207-8779,32.79,2.66,True
lower,1113,R1C2,Cd-109-9178,31.11,-0.727,False
lower,1113,R1C3,Bi-207-8890,31.023,-4.512,False
lower,1113,R2C1,Bi-207-9176,32.147,2.567,True
lower,1113,R2C2,Bi-207-9177,32.031,-2.479,False
lower,1113,R2C3,Bi-207-8779,32.251,-6.848,False
lower,1114,R1C2,Cd-109-9178,31.139,0.534,False
lower,1114,R1C3,Bi-207-8890,31.052,-3.25,False
lower,1114,R2C1,Bi-207-9176,32.176,3.828,False
lower,1114,R2C2,Bi-207-9177,32.06,-1.218,False
lower,1114,R2C3,Bi-207-8779,32.28,-5.586,False
lower,1115,R1C2,Cd-109-9178,31.168,1.796,False
lower,1115,R1C3,Bi-207-8890,31.081,-1.989,False
lower,1115,R2C1,Bi-207-9176,32.205,5.09,False
lower,1115,R2C2,Bi-207-9177,32.089,0.044,False
lower,1115,R2C3,Bi-207-8779,32.309,-4.325,False
lower,1116,R1C2,Cd-109-9178,31.197,3.057,False
lower,1116,R1C3,Bi-207-8890,31.11,-0.727,False
lower,1116,R2C1,Bi-207-9176,32.234,6.352,False
lower,1116,R2C2,Bi-207-9177,32.118,1.305,False
lower,1116,R2C3,Bi-207-8779,32.338,-3.063,False
lower,1117,R1C2,Cd-109-9178,31.226,4.319,False
lower,1117,R1C3,Bi-207-8890,31.139,0.534,False
lower,1117,R2C1,Bi-207-9176,32.263,7.613,False
lower,1117,R2C2,Bi-207-9177,32.147,2.567,True
lower,1117,R2C3,Bi-207-8779,32.367,-1.802,False
lower,1118,R1C2,Cd-109-9178,31.255,5.58,False
lower,1118,R1C3,Bi-207-8890,31.168,1.796,False
lower,1118,R2C1,Bi-207-9176,32.292,8.875,False
lower,1118,R2C2,Bi-207-9177,32.176,3.828,False
lower,1118,R2C3,Bi-207-8779,32.396,-0.54,False
lower,1119,R1C2,Cd-109-9178,31.284,6.842,False
lower,1119,R1C3,Bi-207-8890,31.197,3.057,False
lower,1119,R2C1,Bi-207-9176,32.321,10.136,False
lower,1119,R2C2,Bi-207-9177,32.205,5.09,False
lower,1119,R2C3,Bi-207-8779,32.425,0.721,False
lower,1120,R1C2,Cd-109-9178,31.312,8.104,False
lower,1120,R1C3,Bi-207-8890,31.226,4.319,False
lower,1120,R2C1,Bi-207-9176,32.35,11.398,False
lower,1120,R2C2,Bi-207-9177,32.234,6.352,False
lower,1120,R2C3,Bi-207-8779,32.454,1.983,True
lower,1121,R1C2,Cd-109-9178,30.803,-0.143,False
lower,1121,R1C3,Bi-207-8890,30.716,-3.928,False
lower,1121,R2C1,Bi-207-9176,31.84,3.151,False
lower,1121,R2C2,Bi-207-9177,31.724,-1.895,False
lower,1121,R2C3,Bi-207-8779,31.944,-6.264,False
lower,1122,R1C2,Cd-109-9178,30.832,1.118,False
lower,1122,R1C3,Bi-207-8890,30.745,-2.666,False
lower,1122,R2C1,Bi-207-9176,31.869,4.412,False
lower,1122,R2C2,Bi-207-9177,31.753,-0.634,False
lower,1122,R2C3,Bi-207-8779,31.973,-5.002,False
lower,1123,R1C2,Cd-109-9178,30.861,2.38,False
lower,1123,R1C3,Bi-207-8890,30.774,-1.405,False
lower,1123,R2C1,Bi-207-9176,31.898,5.674,False
lower,1123,R2C2,Bi-207-9177,31.782,0.628,False
lower,1123,R2C3,Bi-207-8779,32.002,-3.741,False
lower,1124,R1C2,Cd-109-9178,30.889,3.641,False
lower,1124,R1C3,Bi-207-8890,30.803,-0.143,False
lower,1124,R2C1,Bi-207-9176,31.927,6.936,False
lower,1124,R2C2,Bi-207-9177,31.811,1.889,False
lower,1124,R2C3,Bi-207-8779,32.031,-2.479,False
lower,1125,R1C2,Cd-109-9178,30.918,4.903,False
lower,1125,R1C3,Bi-207-8890,30.832,1.118,False
lower,1125,R2C1,Bi-207-9176,31.956,8.197,False
lower,1125,R2C2,Bi-207-9177,31.84,3.151,False
lower,1125,R2C3,Bi-207-8779,32.06,-1.218,False
lower,1126,R1C2,Cd-109-9178,30.947,6.164,False
lower,1126,R1C3,Bi-207-8890,30.861,2.38,False
lower,1126,R2C1,Bi-207-9176,31.985,9.459,False
lower,1126,R2C2,Bi-207-9177,31.869,4.412,False
lower,1126,R2C3,Bi-207-8779,32.089,0.044,False
lower,1127,R1C2,Cd-109-9178,30.976,7.426,False
lower,1127,R1C3,Bi-207-8890,30.889,3.641,False
lower,1127,R2C1,Bi-207-9176,32.014,10.72,False
lower,1127,R2C2,Bi-207-9177,31.898,5.674,False
lower,1127,R2C3,Bi-207-8779,32.118,1.305,False
