detector,pixel_number,slot,source,linear_position,horizontal_position,within_scanned_range
upper,1,R1C2,Cd-109-9178,30.878,1.516,False
upper,1,R1C3,Bi-207-8890,30.864,-1.489,False
upper,1,R2C1,Bi-207-9176,32.194,3.586,True
upper,1,R2C2,Bi-207-9177,31.85,0.063,False
upper,1,R2C3,Bi-207-8779,31.996,-3.685,False
upper,2,R1C2,Cd-109-9178,30.883,2.518,False
upper,2,R1C3,Bi-207-8890,30.869,-0.487,False
upper,2,R2C1,Bi-207-9176,32.198,4.588,False
upper,2,R2C2,Bi-207-9177,31.855,1.065,False
upper,2,R2C3,Bi-207-8779,32.0,-2.683,False
upper,3,R1C2,Cd-109-9178,30.888,3.52,False
upper,3,R1C3,Bi-207-8890,30.874,0.515,False
upper,3,R2C1,Bi-207-9176,32.203,5.59,False
upper,3,R2C2,Bi-207-9177,31.86,2.067,False
upper,3,R2C3,Bi-207-8779,32.005,-1.681,False
upper,4,R1C2,Cd-109-9178,30.893,4.522,False
upper,4,R1C3,Bi-207-8890,30.878,1.516,False
upper,4,R2C1,Bi-207-9176,32.208,6.591,False
upper,4,R2C2,Bi-207-9177,31.865,3.069,False
upper,4,R2C3,Bi-207-8779,32.01,-0.68,False
upper,5,R1C2,Cd-109-9178,30.898,5.523,False
upper,5,R1C3,Bi-207-8890,30.883,2.518,False
upper,5,R2C1,Bi-207-9176,32.213,7.593,False
upper,5,R2C2,Bi-207-9177,31.87,4.07,False
upper,5,R2C3,Bi-207-8779,32.015,0.322,False
upper,6,R1C2,Cd-109-9178,30.903,6.525,False
upper,6,R1C3,Bi-207-8890,30.888,3.52,False
upper,6,R2C1,Bi-207-9176,32.218,8.595,False
upper,6,R2C2,Bi-207-9177,31.874,5.072,False
upper,6,R2C3,Bi-207-8779,32.02,1.324,False
upper,7,R1C2,Cd-109-9178,30.907,7.527,False
upper,7,R1C3,Bi-207-8890,30.893,4.522,False
upper,7,R2C1,Bi-207-9176,32.222,9.597,False
upper,7,R2C2,Bi-207-9177,31.879,6.074,False
upper,7,R2C3,Bi-207-8779,32.024,2.326,True
upper,8,R1C2,Cd-109-9178,31.202,1.032,False
upper,8,R1C3,Bi-207-8890,31.188,-1.973,False
upper,8,R2C1,Bi-207-9176,32.518,3.102,True
upper,8,R2C2,Bi-207-9177,32.174,-0.421,False
upper,8,R2C3,Bi-207-8779,32.32,-4.169,False
upper,9,R1C2,Cd-109-9178,31.207,2.034,False
upper,9,R1C3,Bi-207-8890,31.193,-0.972,False
upper,9,R2C1,Bi-207-9176,32.522,4.104,False
upper,9,R2C2,Bi-207-9177,32.179,0.581,False
upper,9,R2C3,Bi-207-8779,32.324,-3.167,False
upper,10,R1C2,Cd-109-9178,31.212,3.036,False
upper,10,R1C3,Bi-207-8890,31.198,0.03,False
upper,10,R2C1,Bi-207-9176,32.527,5.105,False
upper,10,R2C2,Bi-207-9177,32.184,1.583,False
upper,10,R2C3,Bi-207-8779,32.329,-2.166,False
upper,11,R1C2,Cd-109-9178,31.217,4.037,False
upper,11,R1C3,Bi-207-8890,31.202,1.032,False
upper,11,R2C1,Bi-207-9176,32.532,6.107,False
upper,11,R2C2,Bi-207-9177,32.189,2.584,True
upper,11,R2C3,Bi-207-8779,32.334,-1.164,False
upper,12,R1C2,Cd-109-9178,31.222,5.039,False
upper,12,R1C3,Bi-207-8890,31.207,2.034,False
upper,12,R2C1,Bi-207-9176,32.537,7.109,False
upper,12,R2C2,Bi-207-9177,32.194,3.586,True
upper,12,R2C3,Bi-207-8779,32.339,-0.162,False
upper,13,R1C2,Cd-109-9178,31.226,6.041,False
upper,13,R1C3,Bi-207-8890,31.212,3.036,False
upper,13,R2C1,Bi-207-9176,32.542,8.111,False
upper,13,R2C2,Bi-207-9177,32.198,4.588,False
upper,13,R2C3,Bi-207-8779,32.344,0.84,False
upper,14,R1C2,Cd-109-9178,31.231,7.043,False
upper,14,R1C3,Bi-207-8890,31.217,4.037,False
upper,14,R2C1,Bi-207-9176,32.546,9.112,False
upper,14,R2C2,Bi-207-9177,32.203,5.59,False
upper,14,R2C3,Bi-207-8779,32.348,1.841,True
upper,15,R1C2,Cd-109-9178,31.236,8.044,False
upper,15,R1C3,Bi-207-8890,31.222,5.039,False
upper,15,R2C1,Bi-207-9176,32.551,10.114,False
upper,15,R2C2,Bi-207-9177,32.208,6.591,False
upper,15,R2C3,Bi-207-8779,32.353,2.843,True
upper,16,R1C2,Cd-109-9178,31.526,0.548,False
upper,16,R1C3,Bi-207-8890,31.512,-2.458,False
upper,16,R2C1,Bi-207-9176,32.842,2.618,True
upper,16,R2C2,Bi-207-9177,32.498,-0.905,False
upper,16,R2C3,Bi-207-8779,32.643,-4.654,False
upper,17,R1C2,Cd-109-9178,31.531,1.549,False
upper,17,R1C3,Bi-207-8890,31.517,-1.456,False
upper,17,R2C1,Bi-207-9176,32.846,3.619,True
upper,17,R2C2,Bi-207-9177,32.503,0.097,False
upper,17,R2C3,Bi-207-8779,32.648,-3.652,False
upper,18,R1C2,Cd-109-9178,31.536,2.551,False
upper,18,R1C3,Bi-207-8890,31.522,-0.454,False
upper,18,R2C1,Bi-207-9176,32.851,4.621,False
upper,18,R2C2,Bi-207-9177,32.508,1.098,False
upper,18,R2C3,Bi-207-8779,32.653,-2.65,False
upper,19,R1C2,Cd-109-9178,31.541,3.553,False
upper,19,R1C3,Bi-207-8890,31.526,0.548,False
upper,19,R2C1,Bi-207-9176,32.856,5.623,False
upper,19,R2C2,Bi-207-9177,32.513,2.1,True
upper,19,R2C3,Bi-207-8779,32.658,-1.648,False
upper,20,R1C2,Cd-109-9178,31.546,4.555,False
upper,20,R1C3,Bi-207-8890,31.531,1.549,False
upper,20,R2C1,Bi-207-9176,32.861,6.625,False
upper,20,R2C2,Bi-207-9177,32.518,3.102,True
upper,20,R2C3,Bi-207-8779,32.663,-0.646,False
upper,21,R1C2,Cd-109-9178,31.55,5.557,False
upper,21,R1C3,Bi-207-8890,31.536,2.551,False
upper,21,R2C1,Bi-207-9176,32.866,7.626,False
upper,21,R2C2,Bi-207-9177,32.522,4.104,False
upper,21,R2C3,Bi-207-8779,32.668,0.355,False
upper,22,R1C2,Cd-109-9178,31.555,6.558,False
upper,22,R1C3,Bi-207-8890,31.541,3.553,False
upper,22,R2C1,Bi-207-9176,32.87,8.628,False
upper,22,R2C2,Bi-207-9177,32.527,5.105,False
upper,22,R2C3,Bi-207-8779,32.672,1.357,False
upper,23,R1C2,Cd-109-9178,31.56,7.56,False
upper,23,R1C3,Bi-207-8890,31.546,4.555,False
upper,23,R2C1,Bi-207-9176,32.875,9.63,False
upper,23,R2C2,Bi-207-9177,32.532,6.107,False
upper,23,R2C3,Bi-207-8779,32.677,2.359,True
upper,24,R1C2,Cd-109-9178,31.565,8.562,False
upper,24,R1C3,Bi-207-8890,31.55,5.557,False
upper,24,R2C1,Bi-207-9176,32.88,10.632,False
upper,24,R2C2,Bi-207-9177,32.537,7.109,False
upper,24,R2C3,Bi-207-8779,32.682,3.361,True
upper,25,R1C2,Cd-109-9178,31.85,0.063,False
upper,25,R1C3,Bi-207-8890,31.836,-2.942,False
upper,25,R2C1,Bi-207-9176,33.166,2.133,True
upper,25,R2C2,Bi-207-9177,32.822,-1.389,False
upper,25,R2C3,Bi-207-8779,32.967,-5.138,False
upper,26,R1C2,Cd-109-9178,31.855,1.065,False
upper,26,R1C3,Bi-207-8890,31.841,-1.94,False
upper,26,R2C1,Bi-207-9176,33.17,3.135,True
upper,26,R2C2,Bi-207-9177,32.827,-0.388,False
upper,26,R2C3,Bi-207-8779,32.972,-4.136,False
upper,27,R1C2,Cd-109-9178,31.86,2.067,False
upper,27,R1C3,Bi-207-8890,31.846,-0.938,False
upper,27,R2C1,Bi-207-9176,33.175,4.137,False
upper,27,R2C2,Bi-207-9177,32.832,0.614,False
upper,27,R2C3,Bi-207-8779,32.977,-3.134,False
upper,28,R1C2,Cd-109-9178,31.865,3.069,False
upper,28,R1C3,Bi-207-8890,31.85,0.063,False
upper,28,R2C1,Bi-207-9176,33.18,5.139,False
upper,28,R2C2,Bi-207-9177,32.837,1.616,True
upper,28,R2C3,Bi-207-8779,32.982,-2.132,False
upper,29,R1C2,Cd-109-9178,31.87,4.07,False
upper,29,R1C3,Bi-207-8890,31.855,1.065,False
upper,29,R2C1,Bi-207-9176,33.185,6.14,False
upper,29,R2C2,Bi-207-9177,32.842,2.618,True
upper,29,R2C3,Bi-207-8779,32.987,-1.131,False
upper,30,R1C2,Cd-109-9178,31.874,5.072,False
upper,30,R1C3,Bi-207-8890,31.86,2.067,False
upper,30,R2C1,Bi-207-9176,33.19,7.142,False
upper,30,R2C2,Bi-207-9177,32.846,3.619,True
upper,30,R2C3,Bi-207-8779,32.992,-0.129,False
upper,31,R1C2,Cd-109-9178,31.879,6.074,False
upper,31,R1C3,Bi-207-8890,31.865,3.069,False
upper,31,R2C1,Bi-207-9176,33.194,8.144,False
upper,31,R2C2,Bi-207-9177,32.851,4.621,False
upper,31,R2C3,Bi-207-8779,32.996,0.873,False
upper,32,R1C2,Cd-109-9178,31.884,7.076,False
upper,32,R1C3,Bi-207-8890,31.87,4.07,False
upper,32,R2C1,Bi-207-9176,33.199,9.146,False
upper,32,R2C2,Bi-207-9177,32.856,5.623,False
upper,32,R2C3,Bi-207-8779,33.001,1.875,True
upper,33,R1C2,Cd-109-9178,31.889,8.078,False
upper,33,R1C3,Bi-207-8890,31.874,5.072,False
upper,33,R2C1,Bi-207-9176,33.204,10.147,False
upper,33,R2C2,Bi-207-9177,32.861,6.625,False
upper,33,R2C3,Bi-207-8779,33.006,2.876,True
upper,34,R1C2,Cd-109-9178,31.894,9.079,False
upper,34,R1C3,Bi-207-8890,31.879,6.074,False
upper,34,R2C1,Bi-207-9176,33.209,11.149,False
upper,34,R2C2,Bi-207-9177,32.866,7.626,False
upper,34,R2C3,Bi-207-8779,33.011,3.878,False
upper,35,R1C2,Cd-109-9178,32.174,-0.421,False
upper,35,R1C3,Bi-207-8890,32.16,-3.426,False
upper,35,R2C1,Bi-207-9176,33.489,1.649,True
upper,35,R2C2,Bi-207-9177,33.146,-1.874,False
upper,35,R2C3,Bi-207-8779,33.291,-5.622,False
upper,36,R1C2,Cd-109-9178,32.179,0.581,False
upper,36,R1C3,Bi-207-8890,32.165,-2.424,False
upper,36,R2C1,Bi-207-9176,33.494,2.651,True
upper,36,R2C2,Bi-207-9177,33.151,-0.872,False
upper,36,R2C3,Bi-207-8779,33.296,-4.62,False
upper,37,R1C2,Cd-109-9178,32.184,1.583,False
upper,37,R1C3,Bi-207-8890,32.17,-1.423,False
upper,37,R2C1,Bi-207-9176,33.499,3.653,True
upper,37,R2C2,Bi-207-9177,33.156,0.13,False
upper,37,R2C3,Bi-207-8779,33.301,-3.619,False
upper,38,R1C2,Cd-109-9178,32.189,2.584,True
upper,38,R1C3,Bi-207-8890,32.174,-0.421,False
upper,38,R2C1,Bi-207-9176,33.504,4.654,False
upper,38,R2C2,Bi-207-9177,33.161,1.132,False
upper,38,R2C3,Bi-207-8779,33.306,-2.617,False
upper,39,R1C2,Cd-109-9178,32.194,3.586,True
upper,39,R1C3,Bi-207-8890,32.179,0.581,False
upper,39,R2C1,Bi-207-9176,33.509,5.656,False
upper,39,R2C2,Bi-207-9177,33.166,2.133,True
upper,39,R2C3,Bi-207-8779,33.311,-1.615,False
upper,40,R1C2,Cd-109-9178,32.198,4.588,False
upper,40,R1C3,Bi-207-8890,32.184,1.583,False
upper,40,R2C1,Bi-207-9176,33.514,6.658,False
upper,40,R2C2,Bi-207-9177,33.17,3.135,True
upper,40,R2C3,Bi-207-8779,33.315,-0.613,False
upper,41,R1C2,Cd-109-9178,32.203,5.59,False
upper,41,R1C3,Bi-207-8890,32.189,2.584,True
upper,41,R2C1,Bi-207-9176,33.518,7.66,False
upper,41,R2C2,Bi-207-9177,33.175,4.137,False
upper,41,R2C3,Bi-207-8779,33.32,0.389,False
upper,42,R1C2,Cd-109-9178,32.208,6.591,False
upper,42,R1C3,Bi-207-8890,32.194,3.586,True
upper,42,R2C1,Bi-207-9176,33.523,8.661,False
upper,42,R2C2,Bi-207-9177,33.18,5.139,False
upper,42,R2C3,Bi-207-8779,33.325,1.39,False
upper,43,R1C2,Cd-109-9178,32.213,7.593,False
upper,43,R1C3,Bi-207-8890,32.198,4.588,False
upper,43,R2C1,Bi-207-9176,33.528,9.663,False
upper,43,R2C2,Bi-207-9177,33.185,6.14,False
upper,43,R2C3,Bi-207-8779,33.33,2.392,True
upper,44,R1C2,Cd-109-9178,32.218,8.595,False
upper,44,R1C3,Bi-207-8890,32.203,5.59,False
upper,44,R2C1,Bi-207-9176,33.533,10.665,False
upper,44,R2C2,Bi-207-9177,33.19,7.142,False
upper,44,R2C3,Bi-207-8779,33.335,3.394,True
upper,45,R1C2,Cd-109-9178,32.222,9.597,False
upper,45,R1C3,Bi-207-8890,32.208,6.591,False
upper,45,R2C1,Bi-207-9176,33.538,11.667,False
upper,45,R2C2,Bi-207-9177,33.194,8.144,False
upper,45,R2C3,Bi-207-8779,33.34,4.396,False
upper,46,R1C2,Cd-109-9178,32.498,-0.905,False
upper,46,R1C3,Bi-207-8890,32.484,-3.91,False
upper,46,R2C1,Bi-207-9176,33.813,1.165,False
upper,46,R2C2,Bi-207-9177,33.47,-2.358,False
upper,46,R2C3,Bi-207-8779,33.615,-6.106,False
upper,47,R1C2,Cd-109-9178,32.503,0.097,False
upper,47,R1C3,Bi-207-8890,32.489,-2.909,False
upper,47,R2C1,Bi-207-9176,33.818,2.166,True
upper,47,R2C2,Bi-207-9177,33.475,-1.356,False
upper,47,R2C3,Bi-207-8779,33.62,-5.105,False
upper,48,R1C2,Cd-109-9178,32.508,1.098,False
upper,48,R1C3,Bi-207-8890,32.494,-1.907,False
upper,48,R2C1,Bi-207-9176,33.823,3.168,True
upper,48,R2C2,Bi-207-9177,33.48,-0.355,False
upper,48,R2C3,Bi-207-8779,33.625,-4.103,False
upper,49,R1C2,Cd-109-9178,32.513,2.1,True
upper,49,R1C3,Bi-207-8890,32.498,-0.905,False
upper,49,R2C1,Bi-207-9176,33.828,4.17,False
upper,49,R2C2,Bi-207-9177,33.485,0.647,False
upper,49,R2C3,Bi-207-8779,33.63,-3.101,False
upper,50,R1C2,Cd-109-9178,32.518,3.102,True
upper,50,R1C3,Bi-207-8890,32.503,0.097,False
upper,50,R2C1,Bi-207-9176,33.833,5.172,False
upper,50,R2C2,Bi-207-9177,33.489,1.649,True
upper,50,R2C3,Bi-207-8779,33.635,-2.099,False
upper,51,R1C2,Cd-109-9178,32.522,4.104,False
upper,51,R1C3,Bi-207-8890,32.508,1.098,False
upper,51,R2C1,Bi-207-9176,33.837,6.174,False
upper,51,R2C2,Bi-207-9177,33.494,2.651,True
upper,51,R2C3,Bi-207-8779,33.639,-1.098,False
upper,52,R1C2,Cd-109-9178,32.527,5.105,False
upper,52,R1C3,Bi-207-8890,32.513,2.1,True
upper,52,R2C1,Bi-207-9176,33.842,7.175,False
upper,52,R2C2,Bi-207-9177,33.499,3.653,True
upper,52,R2C3,Bi-207-8779,33.644,-0.096,False
upper,53,R1C2,Cd-109-9178,32.532,6.107,False
upper,53,R1C3,Bi-207-8890,32.518,3.102,True
upper,53,R2C1,Bi-207-9176,33.847,8.177,False
upper,53,R2C2,Bi-207-9177,33.504,4.654,False
upper,53,R2C3,Bi-207-8779,33.649,0.906,False
upper,54,R1C2,Cd-109-9178,32.537,7.109,False
upper,54,R1C3,Bi-207-8890,32.522,4.104,False
upper,54,R2C1,Bi-207-9176,33.852,9.179,False
upper,54,R2C2,Bi-207-9177,33.509,5.656,False
upper,54,R2C3,Bi-207-8779,33.654,1.908,True
upper,55,R1C2,Cd-109-9178,32.542,8.111,False
upper,55,R1C3,Bi-207-8890,32.527,5.105,False
upper,55,R2C1,Bi-207-9176,33.857,10.181,False
upper,55,R2C2,Bi-207-9177,33.514,6.658,False
upper,55,R2C3,Bi-207-8779,33.659,2.91,True
upper,56,R1C2,Cd-109-9178,32.546,9.112,False
upper,56,R1C3,Bi-207-8890,32.532,6.107,False
upper,56,R2C1,Bi-207-9176,33.862,11.182,False
upper,56,R2C2,Bi-207-9177,33.518,7.66,False
upper,56,R2C3,Bi-207-8779,33.663,3.911,False
upper,57,R1C2,Cd-109-9178,32.551,10.114,False
upper,57,R1C3,Bi-207-8890,32.537,7.109,False
upper,57,R2C1,Bi-207-9176,33.866,12.184,False
upper,57,R2C2,Bi-207-9177,33.523,8.661,False
upper,57,R2C3,Bi-207-8779,33.668,4.913,False
upper,58,R1C2,Cd-109-9178,32.822,-1.389,False
upper,58,R1C3,Bi-207-8890,32.808,-4.395,False
upper,58,R2C1,Bi-207-9176,34.137,0.68,False
upper,58,R2C2,Bi-207-9177,33.794,-2.842,False
upper,58,R2C3,Bi-207-8779,33.939,-6.591,False
upper,59,R1C2,Cd-109-9178,32.827,-0.388,False
upper,59,R1C3,Bi-207-8890,32.813,-3.393,False
upper,59,R2C1,Bi-207-9176,34.142,1.682,True
upper,59,R2C2,Bi-207-9177,33.799,-1.841,False
upper,59,R2C3,Bi-207-8779,33.944,-5.589,False
upper,60,R1C2,Cd-109-9178,32.832,0.614,False
upper,60,R1C3,Bi-207-8890,32.817,-2.391,False
upper,60,R2C1,Bi-207-9176,34.147,2.684,True
upper,60,R2C2,Bi-207-9177,33.804,-0.839,False
upper,60,R2C3,Bi-207-8779,33.949,-4.587,False
upper,61,R1C2,Cd-109-9178,32.837,1.616,True
upper,61,R1C3,Bi-207-8890,32.822,-1.389,False
upper,61,R2C1,Bi-207-9176,34.152,3.686,True
upper,61,R2C2,Bi-207-9177,33.809,0.163,False
upper,61,R2C3,Bi-207-8779,33.954,-3.585,False
upper,62,R1C2,Cd-109-9178,32.842,2.618,True
upper,62,R1C3,Bi-207-8890,32.827,-0.388,False
upper,62,R2C1,Bi-207-9176,34.157,4.687,False
upper,62,R2C2,Bi-207-9177,33.813,1.165,False
upper,62,R2C3,Bi-207-8779,33.959,-2.584,False
upper,63,R1C2,Cd-109-9178,32.846,3.619,True
upper,63,R1C3,Bi-207-8890,32.832,0.614,False
upper,63,R2C1,Bi-207-9176,34.161,5.689,False
upper,63,R2C2,Bi-207-9177,33.818,2.166,True
upper,63,R2C3,Bi-207-8779,33.963,-1.582,False
upper,64,R1C2,Cd-109-9178,32.851,4.621,False
upper,64,R1C3,Bi-207-8890,32.837,1.616,True
upper,64,R2C1,Bi-207-9176,34.166,6.691,False
upper,64,R2C2,Bi-207-9177,33.823,3.168,True
upper,64,R2C3,Bi-207-8779,33.968,-0.58,False
upper,65,R1C2,Cd-109-9178,32.856,5.623,False
upper,65,R1C3,Bi-207-8890,32.842,2.618,True
upper,65,R2C1,Bi-207-9176,34.171,7.693,False
upper,65,R2C2,Bi-207-9177,33.828,4.17,False
upper,65,R2C3,Bi-207-8779,33.973,0.422,False
upper,66,R1C2,Cd-109-9178,32.861,6.625,False
upper,66,R1C3,Bi-207-8890,32.846,3.619,True
upper,66,R2C1,Bi-207-9176,34.176,8.695,False
upper,66,R2C2,Bi-207-9177,33.833,5.172,False
upper,66,R2C3,Bi-207-8779,33.978,1.423,False
upper,67,R1C2,Cd-109-9178,32.866,7.626,False
upper,67,R1C3,Bi-207-8890,32.851,4.621,False
upper,67,R2C1,Bi-207-9176,34.181,9.696,False
upper,67,R2C2,Bi-207-9177,33.837,6.174,False
upper,67,R2C3,Bi-207-8779,33.983,2.425,True
upper,68,R1C2,Cd-109-9178,32.87,8.628,False
upper,68,R1C3,Bi-207-8890,32.856,5.623,False
upper,68,R2C1,Bi-207-9176,34.186,10.698,False
upper,68,R2C2,Bi-207-9177,33.842,7.175,False
upper,68,R2C3,Bi-207-8779,33.987,3.427,True
upper,69,R1C2,Cd-109-9178,32.875,9.63,False
upper,69,R1C3,Bi-207-8890,32.861,6.625,False
upper,69,R2C1,Bi-207-9176,34.19,11.7,False
upper,69,R2C2,Bi-207-9177,33.847,8.177,False
upper,69,R2C3,Bi-207-8779,33.992,4.429,False
upper,70,R1C2,Cd-109-9178,32.88,10.632,False
upper,70,R1C3,Bi-207-8890,32.866,7.626,False
upper,70,R2C1,Bi-207-9176,34.195,12.702,False
upper,70,R2C2,Bi-207-9177,33.852,9.179,False
upper,70,R2C3,Bi-207-8779,33.997,5.431,False
upper,71,R1C2,Cd-109-9178,33.151,-0.872,False
upper,71,R1C3,Bi-207-8890,33.137,-3.877,False
upper,71,R2C1,Bi-207-9176,34.466,1.198,False
upper,71,R2C2,Bi-207-9177,34.123,-2.325,False
upper,71,R2C3,Bi-207-8779,34.268,-6.073,False
upper,72,R1C2,Cd-109-9178,33.156,0.13,False
upper,72,R1C3,Bi-207-8890,33.141,-2.876,False
upper,72,R2C1,Bi-207-9176,34.471,2.2,True
upper,72,R2C2,Bi-207-9177,34.128,-1.323,False
upper,72,R2C3,Bi-207-8779,34.273,-5.071,False
upper,73,R1C2,Cd-109-9178,33.161,1.132,False
upper,73,R1C3,Bi-207-8890,33.146,-1.874,False
upper,73,R2C1,Bi-207-9176,34.476,3.201,True
upper,73,R2C2,Bi-207-9177,34.133,-0.321,False
upper,73,R2C3,Bi-207-8779,34.278,-4.07,False
upper,74,R1C2,Cd-109-9178,33.166,2.133,True
upper,74,R1C3,Bi-207-8890,33.151,-0.872,False
upper,74,R2C1,Bi-207-9176,34.481,4.203,False
upper,74,R2C2,Bi-207-9177,34.137,0.68,False
upper,74,R2C3,Bi-207-8779,34.283,-3.068,False
upper,75,R1C2,Cd-109-9178,33.17,3.135,True
upper,75,R1C3,Bi-207-8890,33.156,0.13,False
upper,75,R2C1,Bi-207-9176,34.485,5.205,False
upper,75,R2C2,Bi-207-9177,34.142,1.682,True
upper,75,R2C3,Bi-207-8779,34.287,-2.066,False
upper,76,R1C2,Cd-109-9178,33.175,4.137,False
upper,76,R1C3,Bi-207-8890,33.161,1.132,False
upper,76,R2C1,Bi-207-9176,34.49,6.207,False
upper,76,R2C2,Bi-207-9177,34.147,2.684,True
upper,76,R2C3,Bi-207-8779,34.292,-1.064,False
upper,77,R1C2,Cd-109-9178,33.18,5.139,False
upper,77,R1C3,Bi-207-8890,33.166,2.133,True
upper,77,R2C1,Bi-207-9176,34.495,7.208,False
upper,77,R2C2,Bi-207-9177,34.152,3.686,True
upper,77,R2C3,Bi-207-8779,34.297,-0.063,False
upper,78,R1C2,Cd-109-9178,33.185,6.14,False
upper,78,R1C3,Bi-207-8890,33.17,3.135,True
upper,78,R2C1,Bi-207-9176,34.5,8.21,False
upper,78,R2C2,Bi-207-9177,34.157,4.687,False
upper,78,R2C3,Bi-207-8779,34.302,0.939,False
upper,79,R1C2,Cd-109-9178,33.19,7.142,False
upper,79,R1C3,Bi-207-8890,33.175,4.137,False
upper,79,R2C1,Bi-207-9176,34.505,9.212,False
upper,79,R2C2,Bi-207-9177,34.161,5.689,False
upper,79,R2C3,Bi-207-8779,34.307,1.941,True
upper,80,R1C2,Cd-109-9178,33.194,8.144,False
upper,80,R1C3,Bi-207-8890,33.18,5.139,False
upper,80,R2C1,Bi-207-9176,34.509,10.214,False
upper,80,R2C2,Bi-207-9177,34.166,6.691,False
upper,80,R2C3,Bi-207-8779,34.311,2.943,True
upper,81,R1C2,Cd-109-9178,33.199,9.146,False
upper,81,R1C3,Bi-207-8890,33.185,6.14,False
upper,81,R2C1,Bi-207-9176,34.514,11.216,False
upper,81,R2C2,Bi-207-9177,34.171,7.693,False
upper,81,R2C3,Bi-207-8779,34.316,3.944,False
upper,82,R1C2,Cd-109-9178,33.204,10.147,False
upper,82,R1C3,Bi-207-8890,33.19,7.142,False
upper,82,R2C1,Bi-207-9176,34.519,12.217,False
upper,82,R2C2,Bi-207-9177,34.176,8.695,False
upper,82,R2C3,Bi-207-8779,34.321,4.946,False
upper,83,R1C2,Cd-109-9178,33.48,-0.355,False
upper,83,R1C3,Bi-207-8890,33.465,-3.36,False
upper,83,R2C1,Bi-207-9176,34.795,1.715,True
upper,83,R2C2,Bi-207-9177,34.452,-1.807,False
upper,83,R2C3,Bi-207-8779,34.597,-5.556,False
upper,84,R1C2,Cd-109-9178,33.485,0.647,False
upper,84,R1C3,Bi-207-8890,33.47,-2.358,False
upper,84,R2C1,Bi-207-9176,34.8,2.717,True
upper,84,R2C2,Bi-207-9177,34.457,-0.806,False
upper,84,R2C3,Bi-207-8779,34.602,-4.554,False
upper,85,R1C2,Cd-109-9178,33.489,1.649,True
upper,85,R1C3,Bi-207-8890,33.475,-1.356,False
upper,85,R2C1,Bi-207-9176,34.805,3.719,True
upper,85,R2C2,Bi-207-9177,34.461,0.196,False
upper,85,R2C3,Bi-207-8779,34.607,-3.552,False
upper,86,R1C2,Cd-109-9178,33.494,2.651,True
upper,86,R1C3,Bi-207-8890,33.48,-0.355,False
upper,86,R2C1,Bi-207-9176,34.809,4.721,False
upper,86,R2C2,Bi-207-9177,34.466,1.198,False
upper,86,R2C3,Bi-207-8779,34.611,-2.55,False
upper,87,R1C2,Cd-109-9178,33.499,3.653,True
upper,87,R1C3,Bi-207-8890,33.485,0.647,False
upper,87,R2C1,Bi-207-9176,34.814,5.722,False
upper,87,R2C2,Bi-207-9177,34.471,2.2,True
upper,87,R2C3,Bi-207-8779,34.616,-1.549,False
upper,88,R1C2,Cd-109-9178,33.504,4.654,False
upper,88,R1C3,Bi-207-8890,33.489,1.649,True
upper,88,R2C1,Bi-207-9176,34.819,6.724,False
upper,88,R2C2,Bi-207-9177,34.476,3.201,True
upper,88,R2C3,Bi-207-8779,34.621,-0.547,False
upper,89,R1C2,Cd-109-9178,33.509,5.656,False
upper,89,R1C3,Bi-207-8890,33.494,2.651,True
upper,89,R2C1,Bi-207-9176,34.824,7.726,False
upper,89,R2C2,Bi-207-9177,34.481,4.203,False
upper,89,R2C3,Bi-207-8779,34.626,0.455,False
upper,90,R1C2,Cd-109-9178,33.514,6.658,False
upper,90,R1C3,Bi-207-8890,33.499,3.653,True
upper,90,R2C1,Bi-207-9176,34.829,8.728,False
upper,90,R2C2,Bi-207-9177,34.485,5.205,False
upper,90,R2C3,Bi-207-8779,34.631,1.457,False
upper,91,R1C2,Cd-109-9178,33.518,7.66,False
upper,91,R1C3,Bi-207-8890,33.504,4.654,False
upper,91,R2C1,Bi-207-9176,34.833,9.729,False
upper,91,R2C2,Bi-207-9177,34.49,6.207,False
upper,91,R2C3,Bi-207-8779,34.635,2.458,True
upper,92,R1C2,Cd-109-9178,33.523,8.661,False
upper,92,R1C3,Bi-207-8890,33.509,5.656,False
upper,92,R2C1,Bi-207-9176,34.838,10.731,False
upper,92,R2C2,Bi-207-9177,34.495,7.208,False
upper,92,R2C3,Bi-207-8779,34.64,3.46,True
upper,93,R1C2,Cd-109-9178,33.528,9.663,False
upper,93,R1C3,Bi-207-8890,33.514,6.658,False
upper,93,R2C1,Bi-207-9176,34.843,11.733,False
upper,93,R2C2,Bi-207-9177,34.5,8.21,False
upper,93,R2C3,Bi-207-8779,34.645,4.462,False
upper,94,R1C2,Cd-109-9178,33.809,0.163,False
upper,94,R1C3,Bi-207-8890,33.794,-2.842,False
upper,94,R2C1,Bi-207-9176,35.124,2.233,False
upper,94,R2C2,Bi-207-9177,34.781,-1.29,False
upper,94,R2C3,Bi-207-8779,34.926,-5.038,False
upper,95,R1C2,Cd-109-9178,33.813,1.165,False
upper,95,R1C3,Bi-207-8890,33.799,-1.841,False
upper,95,R2C1,Bi-207-9176,35.129,3.235,False
upper,95,R2C2,Bi-207-9177,34.785,-0.288,False
upper,95,R2C3,Bi-207-8779,34.931,-4.036,False
upper,96,R1C2,Cd-109-9178,33.818,2.166,True
upper,96,R1C3,Bi-207-8890,33.804,-0.839,False
