position,linear_position,horizontal_position,detector,slot,pixel_number,predicted_offset_mm,well_centered
1,33.219,0.414,lower,R1C1,1027,2.34,True
1,33.219,0.414,lower,R1C2,1031,1.63,True
1,33.219,0.414,lower,R2C1,1074,0.59,True
1,33.219,0.414,lower,R2C2,1078,4.06,False
1,33.219,0.414,lower,R2C3,1081,3.58,False
1,33.219,0.414,upper,R1C1,85,1.44,True
1,33.219,0.414,upper,R1C2,89,1.75,True
1,33.219,0.414,upper,R2C2,41,2.46,True
2,32.819,-0.136,lower,R1C1,1036,1.99,True
2,32.819,-0.136,lower,R1C2,1040,2.36,True
2,32.819,-0.136,lower,R1C3,1043,3.55,False
2,32.819,-0.136,lower,R2C1,1084,1.04,True
2,32.819,-0.136,lower,R2C2,1088,3.64,False
2,32.819,-0.136,lower,R2C3,1091,2.31,True
2,32.819,-0.136,upper,R1C1,72,2.33,True
2,32.819,-0.136,upper,R1C2,76,2.42,True
2,32.819,-0.136,upper,R1C3,80,3.32,False
2,32.819,-0.136,upper,R2C2,29,2.96,False
3,33.219,-0.486,lower,R1C2,1028,1.99,True
3,33.219,-0.486,lower,R1C3,1032,3.45,False
3,33.219,-0.486,lower,R2C2,1075,4.03,False
3,33.219,-0.486,lower,R2C3,1079,3.09,False
3,33.219,-0.486,upper,R1C2,86,2.41,True
3,33.219,-0.486,upper,R1C3,90,1.45,True
3,33.219,-0.486,upper,R2C2,38,1.72,True
3,33.219,-0.486,upper,R2C3,54,1.07,True
4,32.319,0.214,lower,R1C1,1049,3.38,False
4,32.319,0.214,lower,R1C2,1052,3.65,False
4,32.319,0.214,lower,R1C3,1068,3.38,False
4,32.319,0.214,lower,R2C1,1095,4.45,False
4,32.319,0.214,lower,R2C2,1109,2.34,True
4,32.319,0.214,upper,R1C1,60,2.4,True
4,32.319,0.214,upper,R1C2,64,2.12,True
4,32.319,0.214,upper,R1C3,68,1.73,True
4,32.319,0.214,upper,R2C1,26,3.48,False
4,32.319,0.214,upper,R2C2,20,1.66,True
5,32.419,-0.486,lower,R1C1,1047,4.3,False
5,32.419,-0.486,lower,R1C2,1050,1.88,True
