run,segment,pixel,change,old,new,under_check_row
8859,0,2065,added,,Bi-207-8890,
8859,0,2066,added,,Bi-207-8890,
8859,0,2074,added,,Cd-109-9178,
8859,0,2077,added,,Bi-207-8890,
8859,0,2078,added,,Bi-207-8890,
8859,0,2084,added,,Bi-207-9176,
8859,0,2094,added,,Bi-207-9176,
8859,0,2095,added,,Bi-207-9176,
8859,0,2097,added,,Bi-207-9177,
8859,0,2098,added,,Bi-207-9177,
8859,0,2101,added,,Bi-207-8779,
8859,0,2102,added,,Bi-207-8779,
8859,0,2107,added,,Bi-207-9177,
8859,0,2108,added,,Bi-207-9177,
8859,0,2111,added,,Bi-207-8779,
8859,0,2112,added,,Bi-207-8779,
8860,0,22,added,,Bi-207-8779,
8860,0,23,added,,Bi-207-8779,
8860,0,2037,added,,Cd-109-9178,
8860,0,2038,added,,Cd-109-9178,
8860,0,2041,added,,Bi-207-8890,
8860,0,2042,added,,Bi-207-8890,
8860,0,2048,added,,Cd-109-9178,
8860,0,2049,added,,Cd-109-9178,
8860,0,2052,added,,Bi-207-8890,
8860,0,2053,added,,Bi-207-8890,
8860,0,2061,added,,Cd-109-9178,
8860,0,2062,added,,Cd-109-9178,
8860,0,2065,added,,Bi-207-8890,
8860,0,2084,added,,Bi-207-9176,
8860,0,2086,added,,Bi-207-9177,
8860,0,2087,added,,Bi-207-9177,
8860,0,2088,added,,Bi-207-9177,
8860,0,2090,added,,Bi-207-8779,
8860,0,2091,added,,Bi-207-8779,
8860,0,2094,added,,Bi-207-9176,
8860,0,2095,added,,Bi-207-9176,
8860,0,2097,added,,Bi-207-9177,
8860,0,2098,added,,Bi-207-9177,
8860,0,2101,added,,Bi-207-8779,
8860,0,2102,added,,Bi-207-8779,
8860,0,2111,added,,Bi-207-8779,
8861,0,25,added,,Bi-207-9176,
8861,0,38,added,,Bi-207-9177,
8861,0,66,added,,Bi-207-8779,
8861,0,84,added,,Cd-109-9178,
8861,0,2017,added,,Cd-109-9178,
8861,0,2018,added,,Cd-109-9178,
8861,0,2021,added,,Bi-207-8890,
8861,0,2026,added,,Cd-109-9178,
8861,0,2027,added,,Cd-109-9178,
8861,0,2030,added,,Bi-207-8890,
8861,0,2031,added,,Bi-207-8890,
8861,0,2037,added,,Cd-109-9178,
8861,0,2041,added,,Bi-207-8890,
8861,0,2059,added,,Bi-207-9176,
8861,0,2060,added,,Bi-207-9176,
8861,0,2063,added,,Bi-207-9177,
8861,0,2064,added,,Bi-207-9177,
8861,0,2066,added,,Bi-207-8779,
8861,0,2067,added,,Bi-207-8779,
8861,0,2072,added,,Bi-207-9176,
8861,0,2075,added,,Bi-207-9177,
8861,0,2076,added,,Bi-207-9177,
8861,0,2079,added,,Bi-207-8779,
8861,0,2080,added,,Bi-207-8779,
8861,0,2091,added,,Bi-207-8779,
8862,0,47,added,,Bi-207-9176,
8862,0,91,added,,Bi-207-8779,
8862,0,104,added,,Cd-109-9178,
8862,0,113,added,,Cd-109-9178,
8862,0,2009,added,,Cd-109-9178,
8862,0,2010,added,,Cd-109-9178,
8862,0,2012,added,,Bi-207-8890,
8862,0,2013,added,,Bi-207-8890,
8862,0,2017,added,,Cd-109-9178,
8862,0,2018,added,,Cd-109-9178,
8862,0,2020,added,,Bi-207-8890,
8862,0,2021,added,,Bi-207-8890,
8862,0,2039,added,,Bi-207-9177,
8862,0,2047,added,,Bi-207-9176,
8862,0,2048,added,,Bi-207-9176,
8862,0,2050,added,,Bi-207-9177,
8862,0,2051,added,,Bi-207-9177,
8862,0,2054,added,,Bi-207-8779,
8862,0,2055,added,,Bi-207-8779,
8862,0,2059,added,,Bi-207-9176,
8862,0,2060,added,,Bi-207-9176,
8862,0,2063,added,,Bi-207-9177,
8862,0,2064,added,,Bi-207-9177,
8862,0,2066,added,,Bi-207-8779,
8862,0,2067,added,,Bi-207-8779,
8862,0,2068,added,,Bi-207-8779,
8863,0,83,added,,Bi-207-9176,
8863,0,84,added,,Bi-207-9176,
8863,0,91,added,,Bi-207-8779,
8863,0,92,added,,Bi-207-8779,
8863,0,101,added,,Bi-207-8779,
8863,0,102,added,,Bi-207-8779,
8863,0,2004,added,,Bi-207-8890,
8863,0,2009,added,,Cd-109-9178,
8863,0,2010,added,,Cd-109-9178,
8863,0,2012,added,,Bi-207-8890,
8863,0,2013,added,,Bi-207-8890,
8863,0,2017,added,,Cd-109-9178,
8863,0,2018,added,,Cd-109-9178,
8863,0,2021,added,,Bi-207-8890,
8863,0,2028,added,,Bi-207-9177,
8863,0,2029,added,,Bi-207-9177,
8863,0,2039,added,,Bi-207-9177,
8863,0,2040,added,,Bi-207-9177,
8863,0,2042,added,,Bi-207-8779,
8863,0,2043,added,,Bi-207-8779,
8863,0,2054,added,,Bi-207-8779,
8863,0,2055,added,,Bi-207-8779,
8864,0,91,added,,Bi-207-8779,
8864,0,101,added,,Bi-207-8779,
8864,0,102,added,,Bi-207-8779,
8864,0,111,added,,Bi-207-8779,
8864,0,2017,added,,Bi-207-9176,
8864,0,2026,added,,Bi-207-9176,
8864,0,2027,added,,Bi-207-9176,
8864,0,2037,added,,Bi-207-9176,
8865,0,39,added,,Cd-109-9178,
8865,0,65,added,,Bi-207-8890,
8865,0,2063,added,,Cd-109-9178,
8865,0,2066,added,,Bi-207-8890,
8865,0,2067,added,,Bi-207-8890,
8865,0,2075,added,,Cd-109-9178,
8865,0,2076,added,,Cd-109-9178,
8865,0,2078,added,,Bi-207-8890,
8865,0,2079,added,,Bi-207-8890,
8865,0,2086,added,,Cd-109-9178,
8865,0,2087,added,,Cd-109-9178,
8865,0,2090,added,,Bi-207-8890,
8865,0,2095,added,,Bi-207-9176,
8865,0,2096,added,,Bi-207-9176,
8865,0,2105,added,,Bi-207-9176,
8865,0,2106,added,,Bi-207-9176,
8865,0,2108,added,,Bi-207-9177,
8865,0,2109,added,,Bi-207-9177,
8865,0,2114,added,,Bi-207-9176,
8865,0,2117,added,,Bi-207-9177,
9326,0,44,added,,Ce-139-9179,
9326,0,45,added,,Ce-139-9179,
9326,0,55,added,,Ce-139-9179,
9326,0,56,added,,Ce-139-9179,
9326,0,68,added,,Ce-139-9179,
9326,0,69,added,,Ce-139-9179,
9326,0,84,added,,Bi-207-8890,
9326,0,94,added,,Bi-207-8890,
9326,0,95,added,,Bi-207-8890,
9326,0,104,added,,Bi-207-8890,
9326,0,2033,added,,Bi-207-9176,
9326,0,2034,added,,Bi-207-9176,
9326,0,2044,added,,Bi-207-9176,
9326,0,2045,added,,Bi-207-9176,
9326,0,2080,added,,Ce-139-9179,
9326,0,2081,added,,Ce-139-9179,
9326,0,2091,added,,Ce-139-9179,
9326,0,2092,added,,Ce-139-9179,
9327,0,49,added,,Cd-109-9178,
9327,0,56,added,,Ce-139-9179,
9327,0,111,added,,Bi-207-9176,
9327,0,2010,added,,Bi-207-9177,
9327,0,2018,added,,Bi-207-9177,
9327,0,2019,added,,Bi-207-9177,
9327,0,2022,added,,Bi-207-9176,
9327,0,2023,added,,Bi-207-9176,
9327,0,2028,added,,Bi-207-9177,
9327,0,2031,added,,Bi-207-9176,
9327,0,2032,added,,Bi-207-9176,
9327,0,2047,added,,Sn-113-9183,
9327,0,2059,added,,Sn-113-9183,
9327,0,2060,added,,Sn-113-9183,
9327,0,2062,added,,Cd-109-9178,
9327,0,2063,added,,Cd-109-9178,
9327,0,2067,added,,Ce-139-9179,
9327,0,2072,added,,Sn-113-9183,
9327,0,2075,added,,Cd-109-9178,
9327,0,2076,added,,Cd-109-9178,
9327,0,2079,added,,Ce-139-9179,
9327,0,2080,added,,Ce-139-9179,
9327,0,2086,added,,Cd-109-9178,
9327,0,2087,added,,Cd-109-9178,
9327,0,2090,added,,Ce-139-9179,
9327,0,2091,added,,Ce-139-9179,
9367,0,3,added,,Cd-109-9178,
9367,0,24,added,,Ce-139-9179,
9367,0,62,added,,Bi-207-9177,
9367,0,2047,added,,Bi-207-8890,
9367,0,2059,added,,Bi-207-8890,
9367,0,2060,added,,Bi-207-8890,
9367,0,2062,added,,Bi-207-9177,
9367,0,2063,added,,Bi-207-9177,
9367,0,2066,added,,Bi-207-9176,
9367,0,2067,added,,Bi-207-9176,
9367,0,2072,added,,Bi-207-8890,
9367,0,2075,added,,Bi-207-9177,
9367,0,2076,added,,Bi-207-9177,
9367,0,2079,added,,Bi-207-9176,
9367,0,2080,added,,Bi-207-9176,
9367,0,2090,added,,Bi-207-9176,
9367,0,2091,added,,Bi-207-9176,
9367,0,2106,added,,Cd-109-9178,
9367,0,2107,added,,Cd-109-9178,
9367,0,2110,added,,Ce-139-9179,
9367,0,2111,added,,Ce-139-9179,
9367,0,2115,added,,Cd-109-9178,
9367,0,2116,added,,Cd-109-9178,
9367,0,2118,added,,Ce-139-9179,
9367,0,2119,added,,Ce-139-9179,
9367,1,3,added,,Cd-109-9178,
9367,1,24,added,,Ce-139-9179,
9367,1,56,added,,Bi-207-9176,
9367,1,62,added,,Bi-207-9177,
9367,1,71,added,,Bi-207-8890,
9367,1,2063,added,,Bi-207-9177,
9367,1,2064,added,,Bi-207-9177,
9367,1,2067,added,,Bi-207-9176,
9367,1,2075,added,,Bi-207-9177,
9367,1,2076,added,,Bi-207-9177,
9367,1,2079,added,,Bi-207-9176,
9367,1,2080,added,,Bi-207-9176,
9367,1,2091,added,,Bi-207-9176,
9367,1,2107,added,,Cd-109-9178,
9367,1,2108,added,,Cd-109-9178,
9367,1,2110,added,,Ce-139-9179,
9367,1,2111,added,,Ce-139-9179,
9367,1,2115,added,,Cd-109-9178,
9367,1,2116,added,,Cd-109-9178,
9367,1,2117,added,,Cd-109-9178,
9367,1,2119,added,,Ce-139-9179,
9367,2,12,added,,Cd-109-9178,
9367,2,24,added,,Ce-139-9179,
9367,2,71,added,,Bi-207-8890,
9367,2,72,added,,Bi-207-8890,
9367,2,2047,added,,Bi-207-8890,
9367,2,2059,added,,Bi-207-8890,
9367,2,2060,added,,Bi-207-8890,
9367,2,2067,added,,Bi-207-9176,
9367,2,2068,added,,Bi-207-9176,
9367,2,2072,added,,Bi-207-8890,
9367,2,2079,added,,Bi-207-9176,
9367,2,2080,added,,Bi-207-9176,
9367,2,2102,added,,Ce-139-9179,
9367,2,2107,added,,Cd-109-9178,
9367,2,2108,added,,Cd-109-9178,
9367,2,2111,added,,Ce-139-9179,
9367,2,2112,added,,Ce-139-9179,
9367,2,2116,added,,Cd-109-9178,
9367,2,2117,added,,Cd-109-9178,
9367,3,59,added,,Bi-207-8890,
9367,3,65,added,,Bi-207-9177,
9367,3,2048,added,,Bi-207-8890,
9367,3,2060,added,,Bi-207-8890,
9367,3,2061,added,,Bi-207-8890,
9367,3,2068,added,,Bi-207-9176,
9367,3,2069,added,,Bi-207-9176,
9367,3,2073,added,,Bi-207-8890,
9367,3,2080,added,,Bi-207-9176,
9367,3,2081,added,,Bi-207-9176,
9367,3,2095,added,,Sn-113-9183,
9367,3,2096,added,,Sn-113-9183,
9367,3,2102,added,,Ce-139-9179,
9367,3,2105,added,,Sn-113-9183,
9367,3,2106,added,,Sn-113-9183,
9367,3,2108,added,,Cd-109-9178,
9367,3,2109,added,,Cd-109-9178,
9367,3,2111,added,,Ce-139-9179,
9367,3,2112,added,,Ce-139-9179,
9367,3,2116,added,,Cd-109-9178,
9367,3,2117,added,,Cd-109-9178,
9367,3,2118,added,,Cd-109-9178,
9367,4,4,added,,Cd-109-9178,
9367,4,47,added,,Bi-207-8890,
9367,4,65,added,,Bi-207-9177,
9367,4,2048,added,,Bi-207-8890,
9367,4,2049,added,,Bi-207-8890,
9367,4,2060,added,,Bi-207-8890,
9367,4,2061,added,,Bi-207-8890,
9367,4,2068,added,,Bi-207-9176,
9367,4,2069,added,,Bi-207-9176,
9367,4,2081,added,,Bi-207-9176,
9367,4,2095,added,,Sn-113-9183,
9367,4,2096,added,,Sn-113-9183,
9367,4,2102,added,,Ce-139-9179,
9367,4,2105,added,,Sn-113-9183,
9367,4,2106,added,,Sn-113-9183,
9367,4,2108,added,,Cd-109-9178,
9367,4,2109,added,,Cd-109-9178,
9367,4,2111,added,,Ce-139-9179,
9367,4,2112,added,,Ce-139-9179,
9367,4,2117,added,,Cd-109-9178,
9367,4,2118,added,,Cd-109-9178,
9367,5,5,added,,Cd-109-9178,
9367,5,9,added,,Sn-113-9183,
9367,5,2049,added,,Bi-207-8890,
9367,5,2050,added,,Bi-207-8890,
9367,5,2061,added,,Bi-207-8890,
9367,5,2062,added,,Bi-207-8890,
9367,5,2068,added,,Bi-207-9176,
9367,5,2069,added,,Bi-207-9176,
9367,5,2074,added,,Bi-207-8890,
9367,5,2081,added,,Bi-207-9176,
9367,5,2096,added,,Sn-113-9183,
9367,5,2097,added,,Sn-113-9183,
9367,5,2105,added,,Sn-113-9183,
9367,5,2106,added,,Sn-113-9183,
9367,5,2109,added,,Cd-109-9178,
9367,5,2110,added,,Cd-109-9178,
9367,5,2118,added,,Cd-109-9178,
9367,5,2119,added,,Cd-109-9178,
9367,6,10,added,,Cd-109-9178,
9367,6,2050,added,,Bi-207-9177,
9367,6,2051,added,,Bi-207-9177,
9367,6,2053,added,,Bi-207-9176,
9367,6,2054,added,,Bi-207-9176,
9367,6,2062,added,,Bi-207-9177,
9367,6,2063,added,,Bi-207-9177,
9367,6,2066,added,,Bi-207-9176,
9367,6,2067,added,,Bi-207-9176,
9367,6,2079,added,,Bi-207-9176,
9367,6,2097,added,,Cd-109-9178,
9367,6,2101,added,,Ce-139-9179,
9367,6,2106,added,,Cd-109-9178,
9367,6,2107,added,,Cd-109-9178,
9367,6,2108,added,,Cd-109-9178,
9367,6,2110,added,,Ce-139-9179,
9367,6,2111,added,,Ce-139-9179,
9367,6,2115,added,,Cd-109-9178,
9367,6,2116,added,,Cd-109-9178,
9367,6,2118,added,,Ce-139-9179,
9367,6,2119,added,,Ce-139-9179,
9367,7,24,added,,Ce-139-9179,
9367,7,62,added,,Bi-207-9177,
9367,7,71,added,,Bi-207-8890,
9367,7,75,added,,Bi-207-9177,
9367,7,76,added,,Bi-207-9177,
9367,7,2047,added,,Bi-207-8890,
9367,7,2050,added,,Bi-207-9177,
9367,7,2051,added,,Bi-207-9177,
9367,7,2055,added,,Bi-207-9176,
9367,7,2059,added,,Bi-207-8890,
9367,7,2060,added,,Bi-207-8890,
9367,7,2063,added,,Bi-207-9177,
9367,7,2064,added,,Bi-207-9177,
9367,7,2067,added,,Bi-207-9176,
9367,7,2068,added,,Bi-207-9176,
9367,7,2079,added,,Bi-207-9176,
9367,7,2080,added,,Bi-207-9176,
9367,7,2098,added,,Cd-109-9178,
9367,7,2102,added,,Ce-139-9179,
9367,7,2107,added,,Cd-109-9178,
9367,7,2108,added,,Cd-109-9178,
9367,7,2111,added,,Ce-139-9179,
9367,7,2112,added,,Ce-139-9179,
9367,7,2115,added,,Cd-109-9178,
9367,7,2116,added,,Cd-109-9178,
9367,8,11,added,,Cd-109-9178,
9367,8,71,added,,Bi-207-8890,
9367,8,75,added,,Bi-207-9177,
9367,8,81,added,,Bi-207-9176,
9367,8,2047,added,,Bi-207-8890,
9367,8,2048,added,,Bi-207-8890,
9367,8,2051,added,,Bi-207-9177,
9367,8,2052,added,,Bi-207-9177,
9367,8,2055,added,,Bi-207-9176,
9367,8,2059,added,,Bi-207-8890,
9367,8,2060,added,,Bi-207-8890,
9367,8,2063,added,,Bi-207-9177,
9367,8,2064,added,,Bi-207-9177,
9367,8,2067,added,,Bi-207-9176,
9367,8,2068,added,,Bi-207-9176,
9367,8,2080,added,,Bi-207-9176,
9367,8,2084,added,,Sn-113-9183,
9367,8,2094,added,,Sn-113-9183,
9367,8,2095,added,,Sn-113-9183,
9367,8,2102,added,,Ce-139-9179,
9367,8,2107,added,,Cd-109-9178,
9367,8,2108,added,,Cd-109-9178,
9367,8,2109,added,,Cd-109-9178,
9367,8,2111,added,,Ce-139-9179,
9367,8,2112,added,,Ce-139-9179,
9367,8,2116,added,,Cd-109-9178,
9367,8,2117,added,,Cd-109-9178,
9367,9,19,added,,Cd-109-9178,
9367,9,47,added,,Bi-207-8890,
9367,9,59,added,,Bi-207-8890,
9367,9,65,added,,Bi-207-9177,
9367,9,77,added,,Bi-207-9177,
9367,9,2048,added,,Bi-207-8890,
9367,9,2049,added,,Bi-207-8890,
9367,9,2052,added,,Bi-207-9177,
9367,9,2053,added,,Bi-207-9177,
9367,9,2060,added,,Bi-207-8890,
9367,9,2061,added,,Bi-207-8890,
9367,9,2064,added,,Bi-207-9177,
9367,9,2065,added,,Bi-207-9177,
9367,9,2068,added,,Bi-207-9176,
9367,9,2069,added,,Bi-207-9176,
9367,9,2081,added,,Bi-207-9176,
9367,9,2095,added,,Sn-113-9183,
9367,9,2096,added,,Sn-113-9183,
9367,9,2099,added,,Cd-109-9178,
9367,9,2102,added,,Ce-139-9179,
9367,9,2105,added,,Sn-113-9183,
9367,9,2106,added,,Sn-113-9183,
9367,9,2108,added,,Cd-109-9178,
9367,9,2109,added,,Cd-109-9178,
9367,9,2111,added,,Ce-139-9179,
9367,9,2112,added,,Ce-139-9179,
9367,9,2117,added,,Cd-109-9178,
9367,10,11,added,,Cd-109-9178,
9367,10,65,added,,Bi-207-9177,
9367,10,72,added,,Bi-207-8890,
9367,10,2048,added,,Bi-207-8890,
9367,10,2049,added,,Bi-207-8890,
9367,10,2052,added,,Bi-207-9177,
9367,10,2053,added,,Bi-207-9177,
9367,10,2060,added,,Bi-207-8890,
9367,10,2061,added,,Bi-207-8890,
9367,10,2064,added,,Bi-207-9177,
9367,10,2065,added,,Bi-207-9177,
9367,10,2066,added,,Bi-207-9177,
9367,10,2068,added,,Bi-207-9176,
9367,10,2069,added,,Bi-207-9176,
9367,10,2081,added,,Bi-207-9176,
9367,10,2095,added,,Sn-113-9183,
9367,10,2096,added,,Sn-113-9183,
9367,10,2102,added,,Ce-139-9179,
9367,10,2105,added,,Sn-113-9183,
9367,10,2106,added,,Sn-113-9183,
9367,10,2108,added,,Cd-109-9178,
9367,10,2109,added,,Cd-109-9178,
9367,10,2110,added,,Cd-109-9178,
9367,10,2111,added,,Ce-139-9179,
9367,10,2112,added,,Ce-139-9179,
9367,10,2117,added,,Cd-109-9178,
9367,10,2118,added,,Cd-109-9178,
9368,0,9,added,,Sn-113-9183,
9368,0,12,added,,Cd-109-9178,
9368,0,26,added,,Sn-113-9183,
9368,0,34,added,,Ce-139-9179,
9368,0,44,added,,Ce-139-9179,
9368,0,45,added,,Ce-139-9179,
9368,0,2049,added,,Bi-207-8890,
9368,0,2050,added,,Bi-207-8890,
9368,0,2053,added,,Bi-207-9177,
9368,0,2054,added,,Bi-207-9177,
9368,0,2056,added,,Bi-207-9176,
9368,0,2061,added,,Bi-207-8890,
9368,0,2062,added,,Bi-207-8890,
9368,0,2065,added,,Bi-207-9177,
9368,0,2066,added,,Bi-207-9177,
9368,0,2068,added,,Bi-207-9176,
9368,0,2069,added,,Bi-207-9176,
9368,0,2081,added,,Bi-207-9176,
9368,0,2096,added,,Sn-113-9183,
9368,0,2097,added,,Sn-113-9183,
9368,0,2105,added,,Sn-113-9183,
9368,0,2106,added,,Sn-113-9183,
9368,0,2109,added,,Cd-109-9178,
9368,0,2110,added,,Cd-109-9178,
9368,0,2111,added,,Cd-109-9178,
9368,0,2118,added,,Cd-109-9178,
9368,0,2119,added,,Cd-109-9178,
9368,1,10,added,,Cd-109-9178,
9368,1,34,added,,Ce-139-9179,
9368,1,2039,added,,Bi-207-9177,
9368,1,2047,added,,Bi-207-8890,
9368,1,2050,added,,Bi-207-9177,
9368,1,2051,added,,Bi-207-9177,
9368,1,2053,added,,Bi-207-9176,
9368,1,2054,added,,Bi-207-9176,
9368,1,2059,added,,Bi-207-8890,
9368,1,2060,added,,Bi-207-8890,
9368,1,2062,added,,Bi-207-9177,
9368,1,2063,added,,Bi-207-9177,
9368,1,2066,added,,Bi-207-9176,
9368,1,2067,added,,Bi-207-9176,
9368,1,2097,added,,Cd-109-9178,
9368,1,2102,added,,Ce-139-9179,
9368,1,2106,added,,Cd-109-9178,
9368,1,2107,added,,Cd-109-9178,
9368,1,2111,added,,Ce-139-9179,
9368,1,2112,added,,Ce-139-9179,
9368,2,10,added,,Cd-109-9178,
9368,2,34,added,,Ce-139-9179,
9368,2,83,added,,Bi-207-8890,
9368,2,90,added,,Bi-207-9176,
9368,2,91,added,,Bi-207-9176,
9368,2,2036,added,,Bi-207-8890,
9368,2,2039,added,,Bi-207-9177,
9368,2,2047,added,,Bi-207-8890,
9368,2,2048,added,,Bi-207-8890,
9368,2,2050,added,,Bi-207-9177,
9368,2,2051,added,,Bi-207-9177,
9368,2,2054,added,,Bi-207-9176,
9368,2,2055,added,,Bi-207-9176,
9368,2,2059,added,,Bi-207-8890,
9368,2,2060,added,,Bi-207-8890,
9368,2,2063,added,,Bi-207-9177,
9368,2,2064,added,,Bi-207-9177,
9368,2,2067,added,,Bi-207-9176,
9368,2,2068,added,,Bi-207-9176,
9368,2,2084,added,,Sn-113-9183,
9368,2,2094,added,,Sn-113-9183,
9368,2,2095,added,,Sn-113-9183,
9368,2,2098,added,,Cd-109-9178,
9368,2,2102,added,,Ce-139-9179,
9368,2,2107,added,,Cd-109-9178,
9368,2,2108,added,,Cd-109-9178,
9368,2,2111,added,,Ce-139-9179,
9368,2,2112,added,,Ce-139-9179,
9368,2,2116,added,,Cd-109-9178,
9368,3,10,added,,Cd-109-9178,
9368,3,11,added,,Cd-109-9178,
9368,3,71,added,,Bi-207-8890,
9368,3,75,added,,Bi-207-9177,
9368,3,83,added,,Bi-207-8890,
9368,3,2036,added,,Bi-207-8890,
9368,3,2040,added,,Bi-207-9177,
9368,3,2044,added,,Bi-207-9176,
9368,3,2047,added,,Bi-207-8890,
9368,3,2048,added,,Bi-207-8890,
9368,3,2051,added,,Bi-207-9177,
9368,3,2052,added,,Bi-207-9177,
9368,3,2055,added,,Bi-207-9176,
9368,3,2056,added,,Bi-207-9176,
9368,3,2064,added,,Bi-207-9177,
9368,3,2067,added,,Bi-207-9176,
9368,3,2068,added,,Bi-207-9176,
9368,3,2084,added,,Sn-113-9183,
9368,3,2094,added,,Sn-113-9183,
9368,3,2095,added,,Sn-113-9183,
9368,3,2098,added,,Cd-109-9178,
9368,3,2099,added,,Cd-109-9178,
9368,3,2102,added,,Ce-139-9179,
9368,3,2107,added,,Cd-109-9178,
9368,3,2108,added,,Cd-109-9178,
9368,3,2111,added,,Ce-139-9179,
9368,3,2112,added,,Ce-139-9179,
9368,4,11,added,,Cd-109-9178,
9368,4,12,added,,Cd-109-9178,
9368,4,25,added,,Sn-113-9183,
9368,4,45,added,,Ce-139-9179,
9368,4,59,added,,Bi-207-8890,
9368,4,65,added,,Bi-207-9177,
9368,4,76,added,,Bi-207-9177,
9368,4,77,added,,Bi-207-9177,
9368,4,2036,added,,Bi-207-8890,
9368,4,2037,added,,Bi-207-8890,
9368,4,2047,added,,Bi-207-8890,
9368,4,2048,added,,Bi-207-8890,
9368,4,2049,added,,Bi-207-8890,
9368,4,2052,added,,Bi-207-9177,
9368,4,2053,added,,Bi-207-9177,
9368,4,2056,added,,Bi-207-9176,
9368,4,2060,added,,Bi-207-8890,
9368,4,2064,added,,Bi-207-9177,
9368,4,2065,added,,Bi-207-9177,
9368,4,2068,added,,Bi-207-9176,
9368,4,2069,added,,Bi-207-9176,
9368,4,2081,added,,Bi-207-9176,
9368,4,2094,added,,Sn-113-9183,
9368,4,2095,added,,Sn-113-9183,
9368,4,2096,added,,Sn-113-9183,
9368,4,2099,added,,Cd-109-9178,
9368,4,2102,added,,Ce-139-9179,
9368,4,2105,added,,Sn-113-9183,
9368,4,2108,added,,Cd-109-9178,
9368,4,2109,added,,Cd-109-9178,
9368,4,2111,added,,Ce-139-9179,
9368,4,2112,added,,Ce-139-9179,
9368,5,12,added,,Cd-109-9178,
9368,5,17,added,,Sn-113-9183,
9368,5,60,added,,Bi-207-8890,
9368,5,72,added,,Bi-207-8890,
9368,5,84,added,,Bi-207-8890,
9368,5,2037,added,,Bi-207-8890,
9368,5,2038,added,,Bi-207-8890,
9368,5,2041,added,,Bi-207-9177,
9368,5,2048,added,,Bi-207-8890,
9368,5,2049,added,,Bi-207-8890,
9368,5,2052,added,,Bi-207-9177,
9368,5,2053,added,,Bi-207-9177,
9368,5,2056,added,,Bi-207-9176,
9368,5,2065,added,,Bi-207-9177,
9368,5,2068,added,,Bi-207-9176,
9368,5,2069,added,,Bi-207-9176,
9368,5,2095,added,,Sn-113-9183,
9368,5,2096,added,,Sn-113-9183,
9368,5,2099,added,,Cd-109-9178,
9368,5,2100,added,,Cd-109-9178,
9368,5,2102,added,,Ce-139-9179,
9368,5,2105,added,,Sn-113-9183,
9368,5,2109,added,,Cd-109-9178,
9368,5,2110,added,,Cd-109-9178,
9368,5,2111,added,,Ce-139-9179,
9368,5,2112,added,,Ce-139-9179,
9368,6,12,added,,Cd-109-9178,
9368,6,13,added,,Cd-109-9178,
9368,6,53,added,,Bi-207-9177,
9368,6,81,added,,Bi-207-9176,
9368,6,2042,added,,Bi-207-9177,
9368,6,2053,added,,Bi-207-9177,
9368,6,2054,added,,Bi-207-9177,
9368,6,2056,added,,Bi-207-9176,
9368,6,2065,added,,Bi-207-9177,
9368,6,2066,added,,Bi-207-9177,
9368,6,2068,added,,Bi-207-9176,
9368,6,2069,added,,Bi-207-9176,
9368,6,2081,added,,Bi-207-9176,
9368,6,2096,added,,Sn-113-9183,
9368,6,2097,added,,Sn-113-9183,
9368,6,2100,added,,Cd-109-9178,
9368,6,2101,added,,Cd-109-9178,
9368,6,2105,added,,Sn-113-9183,
9368,6,2106,added,,Sn-113-9183,
9368,6,2109,added,,Cd-109-9178,
9368,6,2110,added,,Cd-109-9178,
9368,7,18,added,,Cd-109-9178,
9368,7,19,added,,Cd-109-9178,
9368,7,27,added,,Cd-109-9178,
9368,7,28,added,,Cd-109-9178,
9368,7,2096,added,,Cd-109-9178,
9368,7,2097,added,,Cd-109-9178,
9368,7,2101,added,,Ce-139-9179,
9368,7,2102,added,,Ce-139-9179,
9368,7,2106,added,,Cd-109-9178,
9368,7,2107,added,,Cd-109-9178,
9368,7,2110,added,,Ce-139-9179,
9368,7,2111,added,,Ce-139-9179,
9369,0,2038,added,,Bi-207-9177,
9369,0,2039,added,,Bi-207-9177,
9369,0,2042,added,,Bi-207-9176,
9369,0,2043,added,,Bi-207-9176,
9369,0,2050,added,,Bi-207-9177,
9369,0,2051,added,,Bi-207-9177,
9369,0,2053,added,,Bi-207-9176,
9369,0,2054,added,,Bi-207-9176,
9369,0,2097,added,,Cd-109-9178,
9369,0,2098,added,,Cd-109-9178,
9369,0,2100,added,,Ce-139-9179,
9369,0,2101,added,,Ce-139-9179,
9369,0,2106,added,,Cd-109-9178,
9369,0,2107,added,,Cd-109-9178,
9369,0,2110,added,,Ce-139-9179,
9369,0,2111,added,,Ce-139-9179,
9369,1,18,added,,Cd-109-9178,
9369,1,44,added,,Ce-139-9179,
9369,1,2036,added,,Bi-207-8890,
9369,1,2039,added,,Bi-207-9177,
9369,1,2040,added,,Bi-207-9177,
9369,1,2043,added,,Bi-207-9176,
9369,1,2044,added,,Bi-207-9176,
9369,1,2047,added,,Bi-207-8890,
9369,1,2048,added,,Bi-207-8890,
9369,1,2050,added,,Bi-207-9177,
9369,1,2051,added,,Bi-207-9177,
9369,1,2054,added,,Bi-207-9176,
9369,1,2055,added,,Bi-207-9176,
9369,1,2060,added,,Bi-207-8890,
9369,1,2084,added,,Sn-113-9183,
9369,1,2094,added,,Sn-113-9183,
9369,1,2095,added,,Sn-113-9183,
9369,1,2098,added,,Cd-109-9178,
9369,1,2101,added,,Ce-139-9179,
9369,1,2102,added,,Ce-139-9179,
9369,1,2107,added,,Cd-109-9178,
