detector,pixel_number,slot,source,linear_position,horizontal_position,within_scanned_range
upper,107,R2C3,Ce-139-9179,35.011,-1.614,False
upper,108,R1C1,Bi-207-8890,34.399,1.503,False
upper,108,R1C2,Bi-207-9177,34.112,0.183,True
upper,108,R1C3,Bi-207-9176,33.824,-1.137,False
upper,108,R2C1,Sn-113-9183,35.657,1.356,False
upper,108,R2C2,Cd-109-9178,35.837,0.207,False
upper,108,R2C3,Ce-139-9179,35.082,-1.284,False
upper,109,R1C1,Bi-207-8890,34.471,1.833,False
upper,109,R1C2,Bi-207-9177,34.183,0.513,True
upper,109,R1C3,Bi-207-9176,33.896,-0.807,False
upper,109,R2C1,Sn-113-9183,35.728,1.686,False
upper,109,R2C2,Cd-109-9178,35.908,0.537,False
upper,109,R2C3,Ce-139-9179,35.154,-0.954,False
upper,110,R1C1,Bi-207-8890,34.542,2.163,False
upper,110,R1C2,Bi-207-9177,34.255,0.843,False
upper,110,R1C3,Bi-207-9176,33.968,-0.477,True
upper,110,R2C1,Sn-113-9183,35.8,2.016,False
upper,110,R2C2,Cd-109-9178,35.98,0.867,False
upper,110,R2C3,Ce-139-9179,35.226,-0.624,False
upper,111,R1C1,Bi-207-8890,34.614,2.493,False
upper,111,R1C2,Bi-207-9177,34.327,1.173,False
upper,111,R1C3,Bi-207-9176,34.04,-0.147,True
upper,111,R2C1,Sn-113-9183,35.872,2.346,False
upper,111,R2C2,Cd-109-9178,36.052,1.197,False
upper,111,R2C3,Ce-139-9179,35.298,-0.294,False
upper,112,R1C1,Bi-207-8890,34.686,2.823,False
upper,112,R1C2,Bi-207-9177,34.399,1.503,False
upper,112,R1C3,Bi-207-9176,34.112,0.183,True
upper,112,R2C1,Sn-113-9183,35.944,2.676,False
upper,112,R2C2,Cd-109-9178,36.124,1.527,False
upper,112,R2C3,Ce-139-9179,35.369,0.036,False
upper,113,R1C1,Bi-207-8890,34.579,0.354,True
upper,113,R1C2,Bi-207-9177,34.292,-0.966,False
upper,113,R1C3,Bi-207-9176,34.004,-2.286,False
upper,113,R2C1,Sn-113-9183,35.837,0.207,False
upper,113,R2C2,Cd-109-9178,36.017,-0.942,False
upper,113,R2C3,Ce-139-9179,35.262,-2.433,False
upper,114,R1C1,Bi-207-8890,34.651,0.684,False
upper,114,R1C2,Bi-207-9177,34.363,-0.636,False
upper,114,R1C3,Bi-207-9176,34.076,-1.956,False
upper,114,R2C1,Sn-113-9183,35.908,0.537,False
upper,114,R2C2,Cd-109-9178,36.088,-0.613,False
upper,114,R2C3,Ce-139-9179,35.334,-2.103,False
upper,115,R1C1,Bi-207-8890,34.722,1.014,False
upper,115,R1C2,Bi-207-9177,34.435,-0.306,True
upper,115,R1C3,Bi-207-9176,34.148,-1.626,False
upper,115,R2C1,Sn-113-9183,35.98,0.867,False
upper,115,R2C2,Cd-109-9178,36.16,-0.283,False
upper,115,R2C3,Ce-139-9179,35.406,-1.773,False
upper,116,R1C1,Bi-207-8890,34.794,1.344,False
upper,116,R1C2,Bi-207-9177,34.507,0.024,True
upper,116,R1C3,Bi-207-9176,34.22,-1.296,False
upper,116,R2C1,Sn-113-9183,36.052,1.197,False
upper,116,R2C2,Cd-109-9178,36.232,0.047,False
upper,116,R2C3,Ce-139-9179,35.478,-1.443,False
upper,117,R1C1,Bi-207-8890,34.866,1.674,False
upper,117,R1C2,Bi-207-9177,34.579,0.354,True
upper,117,R1C3,Bi-207-9176,34.292,-0.966,False
upper,117,R2C1,Sn-113-9183,36.124,1.527,False
upper,117,R2C2,Cd-109-9178,36.304,0.377,False
upper,117,R2C3,Ce-139-9179,35.549,-1.113,False
upper,118,R1C1,Bi-207-8890,34.938,2.004,False
upper,118,R1C2,Bi-207-9177,34.651,0.684,False
upper,118,R1C3,Bi-207-9176,34.363,-0.636,False
upper,118,R2C1,Sn-113-9183,36.196,1.856,False
upper,118,R2C2,Cd-109-9178,36.376,0.707,False
upper,118,R2C3,Ce-139-9179,35.621,-0.783,False
upper,119,R1C1,Bi-207-8890,35.009,2.334,False
upper,119,R1C2,Bi-207-9177,34.722,1.014,False
upper,119,R1C3,Bi-207-9176,34.435,-0.306,True
upper,119,R2C1,Sn-113-9183,36.267,2.186,False
upper,119,R2C2,Cd-109-9178,36.447,1.037,False
upper,119,R2C3,Ce-139-9179,35.693,-0.453,False
upper,120,R1C1,Bi-207-8890,35.081,2.664,False
upper,120,R1C2,Bi-207-9177,34.794,1.344,False
upper,120,R1C3,Bi-207-9176,34.507,0.024,True
upper,120,R2C1,Sn-113-9183,36.339,2.516,False
upper,120,R2C2,Cd-109-9178,36.519,1.367,False
upper,120,R2C3,Ce-139-9179,35.765,-0.123,False
upper,121,R1C1,Bi-207-8890,35.046,0.525,False
upper,121,R1C2,Bi-207-9177,34.759,-0.795,False
upper,121,R1C3,Bi-207-9176,34.472,-2.115,False
upper,121,R2C1,Sn-113-9183,36.304,0.377,False
upper,121,R2C2,Cd-109-9178,36.484,-0.772,False
upper,121,R2C3,Ce-139-9179,35.729,-2.262,False
upper,122,R1C1,Bi-207-8890,35.118,0.855,False
upper,122,R1C2,Bi-207-9177,34.831,-0.465,False
upper,122,R1C3,Bi-207-9176,34.543,-1.785,False
upper,122,R2C1,Sn-113-9183,36.376,0.707,False
upper,122,R2C2,Cd-109-9178,36.556,-0.442,False
upper,122,R2C3,Ce-139-9179,35.801,-1.932,False
upper,123,R1C1,Bi-207-8890,35.189,1.185,False
upper,123,R1C2,Bi-207-9177,34.902,-0.135,False
upper,123,R1C3,Bi-207-9176,34.615,-1.455,False
upper,123,R2C1,Sn-113-9183,36.447,1.037,False
upper,123,R2C2,Cd-109-9178,36.627,-0.112,False
upper,123,R2C3,Ce-139-9179,35.873,-1.602,False
upper,124,R1C1,Bi-207-8890,35.261,1.515,False
upper,124,R1C2,Bi-207-9177,34.974,0.195,False
upper,124,R1C3,Bi-207-9176,34.687,-1.125,False
upper,124,R2C1,Sn-113-9183,36.519,1.367,False
upper,124,R2C2,Cd-109-9178,36.699,0.218,False
upper,124,R2C3,Ce-139-9179,35.945,-1.272,False
upper,125,R1C1,Bi-207-8890,35.333,1.845,False
upper,125,R1C2,Bi-207-9177,35.046,0.525,False
upper,125,R1C3,Bi-207-9176,34.759,-0.795,False
upper,125,R2C1,Sn-113-9183,36.591,1.697,False
upper,125,R2C2,Cd-109-9178,36.771,0.548,False
upper,125,R2C3,Ce-139-9179,36.017,-0.942,False
upper,126,R1C1,Bi-207-8890,35.405,2.175,False
upper,126,R1C2,Bi-207-9177,35.118,0.855,False
upper,126,R1C3,Bi-207-9176,34.831,-0.465,False
upper,126,R2C1,Sn-113-9183,36.663,2.027,False
upper,126,R2C2,Cd-109-9178,36.843,0.878,False
upper,126,R2C3,Ce-139-9179,36.088,-0.613,False
upper,127,R1C1,Bi-207-8890,35.477,2.505,False
upper,127,R1C2,Bi-207-9177,35.189,1.185,False
upper,127,R1C3,Bi-207-9176,34.902,-0.135,False
upper,127,R2C1,Sn-113-9183,36.734,2.357,False
upper,127,R2C2,Cd-109-9178,36.914,1.208,False
upper,127,R2C3,Ce-139-9179,36.16,-0.283,False
lower,1001,R1C1,Bi-207-8890,34.142,0.185,True
lower,1001,R1C2,Bi-207-9177,34.424,-1.072,False
lower,1001,R1C3,Bi-207-9176,34.934,-2.234,False
lower,1001,R2C1,Sn-113-9183,35.872,0.22,False
lower,1001,R2C2,Cd-109-9178,36.414,-1.271,False
lower,1001,R2C3,Ce-139-9179,36.512,-2.261,False
lower,1002,R1C1,Bi-207-8890,34.11,0.515,True
lower,1002,R1C2,Bi-207-9177,34.392,-0.742,False
lower,1002,R1C3,Bi-207-9176,34.901,-1.904,False
lower,1002,R2C1,Sn-113-9183,35.839,0.55,False
lower,1002,R2C2,Cd-109-9178,36.381,-0.941,False
lower,1002,R2C3,Ce-139-9179,36.479,-1.931,False
lower,1003,R1C1,Bi-207-8890,34.077,0.845,False
lower,1003,R1C2,Bi-207-9177,34.359,-0.412,True
lower,1003,R1C3,Bi-207-9176,34.868,-1.574,False
lower,1003,R2C1,Sn-113-9183,35.806,0.88,False
lower,1003,R2C2,Cd-109-9178,36.348,-0.611,False
lower,1003,R2C3,Ce-139-9179,36.447,-1.601,False
lower,1004,R1C1,Bi-207-8890,34.044,1.175,False
lower,1004,R1C2,Bi-207-9177,34.326,-0.082,True
lower,1004,R1C3,Bi-207-9176,34.835,-1.244,False
lower,1004,R2C1,Sn-113-9183,35.774,1.21,False
lower,1004,R2C2,Cd-109-9178,36.316,-0.281,False
lower,1004,R2C3,Ce-139-9179,36.414,-1.271,False
lower,1005,R1C1,Bi-207-8890,34.011,1.505,False
lower,1005,R1C2,Bi-207-9177,34.294,0.248,True
lower,1005,R1C3,Bi-207-9176,34.803,-0.914,False
lower,1005,R2C1,Sn-113-9183,35.741,1.54,False
lower,1005,R2C2,Cd-109-9178,36.283,0.049,False
lower,1005,R2C3,Ce-139-9179,36.381,-0.941,False
lower,1006,R1C1,Bi-207-8890,33.979,1.835,False
lower,1006,R1C2,Bi-207-9177,34.261,0.578,True
lower,1006,R1C3,Bi-207-9176,34.77,-0.584,False
lower,1006,R2C1,Sn-113-9183,35.708,1.87,False
lower,1006,R2C2,Cd-109-9178,36.25,0.379,False
lower,1006,R2C3,Ce-139-9179,36.348,-0.611,False
lower,1007,R1C1,Bi-207-8890,33.946,2.165,False
lower,1007,R1C2,Bi-207-9177,34.228,0.908,False
lower,1007,R1C3,Bi-207-9176,34.737,-0.254,False
lower,1007,R2C1,Sn-113-9183,35.676,2.2,False
lower,1007,R2C2,Cd-109-9178,36.217,0.709,False
lower,1007,R2C3,Ce-139-9179,36.316,-0.281,False
lower,1008,R1C1,Bi-207-8890,33.764,0.027,True
lower,1008,R1C2,Bi-207-9177,34.046,-1.23,False
lower,1008,R1C3,Bi-207-9176,34.555,-2.392,False
lower,1008,R2C1,Sn-113-9183,35.494,0.062,False
lower,1008,R2C2,Cd-109-9178,36.036,-1.429,False
lower,1008,R2C3,Ce-139-9179,36.134,-2.419,False
lower,1009,R1C1,Bi-207-8890,33.731,0.357,True
lower,1009,R1C2,Bi-207-9177,34.014,-0.9,False
lower,1009,R1C3,Bi-207-9176,34.523,-2.062,False
lower,1009,R2C1,Sn-113-9183,35.461,0.392,False
lower,1009,R2C2,Cd-109-9178,36.003,-1.099,False
lower,1009,R2C3,Ce-139-9179,36.101,-2.089,False
lower,1010,R1C1,Bi-207-8890,33.699,0.687,False
lower,1010,R1C2,Bi-207-9177,33.981,-0.57,True
lower,1010,R1C3,Bi-207-9176,34.49,-1.732,False
lower,1010,R2C1,Sn-113-9183,35.428,0.722,False
lower,1010,R2C2,Cd-109-9178,35.97,-0.77,False
lower,1010,R2C3,Ce-139-9179,36.068,-1.759,False
lower,1011,R1C1,Bi-207-8890,33.666,1.017,False
lower,1011,R1C2,Bi-207-9177,33.948,-0.24,True
lower,1011,R1C3,Bi-207-9176,34.457,-1.402,False
lower,1011,R2C1,Sn-113-9183,35.396,1.052,False
lower,1011,R2C2,Cd-109-9178,35.937,-0.44,False
lower,1011,R2C3,Ce-139-9179,36.036,-1.429,False
lower,1012,R1C1,Bi-207-8890,33.633,1.347,False
lower,1012,R1C2,Bi-207-9177,33.915,0.09,True
lower,1012,R1C3,Bi-207-9176,34.424,-1.072,False
lower,1012,R2C1,Sn-113-9183,35.363,1.382,False
lower,1012,R2C2,Cd-109-9178,35.905,-0.11,False
lower,1012,R2C3,Ce-139-9179,36.003,-1.099,False
lower,1013,R1C1,Bi-207-8890,33.6,1.677,False
lower,1013,R1C2,Bi-207-9177,33.883,0.42,True
lower,1013,R1C3,Bi-207-9176,34.392,-0.742,False
lower,1013,R2C1,Sn-113-9183,35.33,1.712,False
lower,1013,R2C2,Cd-109-9178,35.872,0.22,False
lower,1013,R2C3,Ce-139-9179,35.97,-0.77,False
lower,1014,R1C1,Bi-207-8890,33.568,2.007,False
lower,1014,R1C2,Bi-207-9177,33.85,0.75,False
lower,1014,R1C3,Bi-207-9176,34.359,-0.412,True
lower,1014,R2C1,Sn-113-9183,35.297,2.042,False
lower,1014,R2C2,Cd-109-9178,35.839,0.55,False
lower,1014,R2C3,Ce-139-9179,35.937,-0.44,False
lower,1015,R1C1,Bi-207-8890,33.535,2.337,False
lower,1015,R1C2,Bi-207-9177,33.817,1.08,False
lower,1015,R1C3,Bi-207-9176,34.326,-0.082,True
lower,1015,R2C1,Sn-113-9183,35.265,2.372,False
lower,1015,R2C2,Cd-109-9178,35.806,0.88,False
lower,1015,R2C3,Ce-139-9179,35.905,-0.11,False
lower,1016,R1C1,Bi-207-8890,33.386,-0.131,True
lower,1016,R1C2,Bi-207-9177,33.668,-1.388,False
lower,1016,R1C3,Bi-207-9176,34.177,-2.55,False
lower,1016,R2C1,Sn-113-9183,35.115,-0.096,False
lower,1016,R2C2,Cd-109-9178,35.657,-1.588,False
lower,1016,R2C3,Ce-139-9179,35.756,-2.578,False
lower,1017,R1C1,Bi-207-8890,33.353,0.199,True
lower,1017,R1C2,Bi-207-9177,33.635,-1.058,False
lower,1017,R1C3,Bi-207-9176,34.144,-2.22,False
lower,1017,R2C1,Sn-113-9183,35.083,0.234,False
lower,1017,R2C2,Cd-109-9178,35.625,-1.258,False
lower,1017,R2C3,Ce-139-9179,35.723,-2.248,False
lower,1018,R1C1,Bi-207-8890,33.32,0.529,True
lower,1018,R1C2,Bi-207-9177,33.603,-0.728,False
lower,1018,R1C3,Bi-207-9176,34.112,-1.89,False
lower,1018,R2C1,Sn-113-9183,35.05,0.564,False
lower,1018,R2C2,Cd-109-9178,35.592,-0.928,False
lower,1018,R2C3,Ce-139-9179,35.69,-1.918,False
lower,1019,R1C1,Bi-207-8890,33.288,0.859,False
lower,1019,R1C2,Bi-207-9177,33.57,-0.398,True
lower,1019,R1C3,Bi-207-9176,34.079,-1.56,False
lower,1019,R2C1,Sn-113-9183,35.017,0.894,False
lower,1019,R2C2,Cd-109-9178,35.559,-0.598,False
lower,1019,R2C3,Ce-139-9179,35.657,-1.588,False
lower,1020,R1C1,Bi-207-8890,33.255,1.189,False
lower,1020,R1C2,Bi-207-9177,33.537,-0.068,True
lower,1020,R1C3,Bi-207-9176,34.046,-1.23,False
lower,1020,R2C1,Sn-113-9183,34.985,1.224,False
lower,1020,R2C2,Cd-109-9178,35.526,-0.268,False
lower,1020,R2C3,Ce-139-9179,35.625,-1.258,False
lower,1021,R1C1,Bi-207-8890,33.222,1.519,False
lower,1021,R1C2,Bi-207-9177,33.504,0.262,True
lower,1021,R1C3,Bi-207-9176,34.014,-0.9,False
lower,1021,R2C1,Sn-113-9183,34.952,1.554,False
lower,1021,R2C2,Cd-109-9178,35.494,0.062,False
lower,1021,R2C3,Ce-139-9179,35.592,-0.928,False
lower,1022,R1C1,Bi-207-8890,33.189,1.849,False
lower,1022,R1C2,Bi-207-9177,33.472,0.592,False
lower,1022,R1C3,Bi-207-9176,33.981,-0.57,True
lower,1022,R2C1,Sn-113-9183,34.919,1.884,False
lower,1022,R2C2,Cd-109-9178,35.461,0.392,False
lower,1022,R2C3,Ce-139-9179,35.559,-0.598,False
lower,1023,R1C1,Bi-207-8890,33.157,2.179,False
lower,1023,R1C2,Bi-207-9177,33.439,0.922,False
lower,1023,R1C3,Bi-207-9176,33.948,-0.24,True
lower,1023,R2C1,Sn-113-9183,34.886,2.214,False
lower,1023,R2C2,Cd-109-9178,35.428,0.722,False
lower,1023,R2C3,Ce-139-9179,35.526,-0.268,False
lower,1024,R1C1,Bi-207-8890,33.124,2.509,False
lower,1024,R1C2,Bi-207-9177,33.406,1.252,False
lower,1024,R1C3,Bi-207-9176,33.915,0.09,True
lower,1024,R2C1,Sn-113-9183,34.854,2.544,False
lower,1024,R2C2,Cd-109-9178,35.396,1.052,False
lower,1024,R2C3,Ce-139-9179,35.494,0.062,False
lower,1025,R1C1,Bi-207-8890,33.008,-0.289,True
lower,1025,R1C2,Bi-207-9177,33.29,-1.546,False
lower,1025,R1C3,Bi-207-9176,33.799,-2.708,False
lower,1025,R2C1,Sn-113-9183,34.737,-0.254,False
lower,1025,R2C2,Cd-109-9178,35.279,-1.746,False
lower,1025,R2C3,Ce-139-9179,35.377,-2.736,False
lower,1026,R1C1,Bi-207-8890,32.975,0.041,True
lower,1026,R1C2,Bi-207-9177,33.257,-1.216,False
lower,1026,R1C3,Bi-207-9176,33.766,-2.378,False
lower,1026,R2C1,Sn-113-9183,34.705,0.076,True
lower,1026,R2C2,Cd-109-9178,35.246,-1.416,False
lower,1026,R2C3,Ce-139-9179,35.345,-2.406,False
lower,1027,R1C1,Bi-207-8890,32.942,0.371,True
lower,1027,R1C2,Bi-207-9177,33.224,-0.886,False
lower,1027,R1C3,Bi-207-9176,33.733,-2.048,False
lower,1027,R2C1,Sn-113-9183,34.672,0.406,True
lower,1027,R2C2,Cd-109-9178,35.214,-1.086,False
lower,1027,R2C3,Ce-139-9179,35.312,-2.076,False
lower,1028,R1C1,Bi-207-8890,32.909,0.701,False
lower,1028,R1C2,Bi-207-9177,33.192,-0.556,True
lower,1028,R1C3,Bi-207-9176,33.701,-1.718,False
lower,1028,R2C1,Sn-113-9183,34.639,0.736,False
lower,1028,R2C2,Cd-109-9178,35.181,-0.756,False
lower,1028,R2C3,Ce-139-9179,35.279,-1.746,False
lower,1029,R1C1,Bi-207-8890,32.877,1.031,False
lower,1029,R1C2,Bi-207-9177,33.159,-0.226,True
lower,1029,R1C3,Bi-207-9176,33.668,-1.388,False
lower,1029,R2C1,Sn-113-9183,34.606,1.066,False
lower,1029,R2C2,Cd-109-9178,35.148,-0.426,False
lower,1029,R2C3,Ce-139-9179,35.246,-1.416,False
lower,1030,R1C1,Bi-207-8890,32.844,1.361,False
lower,1030,R1C2,Bi-207-9177,33.126,0.104,True
lower,1030,R1C3,Bi-207-9176,33.635,-1.058,False
lower,1030,R2C1,Sn-113-9183,34.574,1.396,False
lower,1030,R2C2,Cd-109-9178,35.115,-0.096,False
lower,1030,R2C3,Ce-139-9179,35.214,-1.086,False
lower,1031,R1C1,Bi-207-8890,32.811,1.691,False
lower,1031,R1C2,Bi-207-9177,33.093,0.434,True
lower,1031,R1C3,Bi-207-9176,33.603,-0.728,False
lower,1031,R2C1,Sn-113-9183,34.541,1.726,False
lower,1031,R2C2,Cd-109-9178,35.083,0.234,False
lower,1031,R2C3,Ce-139-9179,35.181,-0.756,False
lower,1032,R1C1,Bi-207-8890,32.778,2.021,False
lower,1032,R1C2,Bi-207-9177,33.061,0.764,False
lower,1032,R1C3,Bi-207-9176,33.57,-0.398,True
lower,1032,R2C1,Sn-113-9183,34.508,2.056,False
lower,1032,R2C2,Cd-109-9178,35.05,0.564,False
lower,1032,R2C3,Ce-139-9179,35.148,-0.426,False
lower,1033,R1C1,Bi-207-8890,32.746,2.351,False
lower,1033,R1C2,Bi-207-9177,33.028,1.094,False
lower,1033,R1C3,Bi-207-9176,33.537,-0.068,True
lower,1033,R2C1,Sn-113-9183,34.475,2.386,False
lower,1033,R2C2,Cd-109-9178,35.017,0.894,False
lower,1033,R2C3,Ce-139-9179,35.115,-0.096,False
lower,1034,R1C1,Bi-207-8890,32.713,2.681,False
lower,1034,R1C2,Bi-207-9177,32.995,1.424,False
lower,1034,R1C3,Bi-207-9176,33.504,0.262,True
lower,1034,R2C1,Sn-113-9183,34.443,2.716,False
lower,1034,R2C2,Cd-109-9178,34.985,1.224,False
lower,1034,R2C3,Ce-139-9179,35.083,0.234,False
lower,1035,R1C1,Bi-207-8890,32.629,-0.448,True
lower,1035,R1C2,Bi-207-9177,32.912,-1.704,False
lower,1035,R1C3,Bi-207-9176,33.421,-2.866,False
lower,1035,R2C1,Sn-113-9183,34.359,-0.412,True
lower,1035,R2C2,Cd-109-9178,34.901,-1.904,False
lower,1035,R2C3,Ce-139-9179,34.999,-2.894,False
lower,1036,R1C1,Bi-207-8890,32.597,-0.118,True
lower,1036,R1C2,Bi-207-9177,32.879,-1.374,False
lower,1036,R1C3,Bi-207-9176,33.388,-2.536,False
lower,1036,R2C1,Sn-113-9183,34.326,-0.082,True
lower,1036,R2C2,Cd-109-9178,34.868,-1.574,False
lower,1036,R2C3,Ce-139-9179,34.966,-2.564,False
lower,1037,R1C1,Bi-207-8890,32.564,0.212,True
lower,1037,R1C2,Bi-207-9177,32.846,-1.044,False
lower,1037,R1C3,Bi-207-9176,33.355,-2.206,False
lower,1037,R2C1,Sn-113-9183,34.294,0.248,True
lower,1037,R2C2,Cd-109-9178,34.835,-1.244,False
lower,1037,R2C3,Ce-139-9179,34.934,-2.234,False
lower,1038,R1C1,Bi-207-8890,32.531,0.542,True
lower,1038,R1C2,Bi-207-9177,32.813,-0.714,False
lower,1038,R1C3,Bi-207-9176,33.323,-1.876,False
lower,1038,R2C1,Sn-113-9183,34.261,0.578,True
lower,1038,R2C2,Cd-109-9178,34.803,-0.914,False
lower,1038,R2C3,Ce-139-9179,34.901,-1.904,False
lower,1039,R1C1,Bi-207-8890,32.498,0.872,False
lower,1039,R1C2,Bi-207-9177,32.781,-0.384,True
lower,1039,R1C3,Bi-207-9176,33.29,-1.546,False
lower,1039,R2C1,Sn-113-9183,34.228,0.908,False
lower,1039,R2C2,Cd-109-9178,34.77,-0.584,False
lower,1039,R2C3,Ce-139-9179,34.868,-1.574,False
lower,1040,R1C1,Bi-207-8890,32.466,1.202,False
lower,1040,R1C2,Bi-207-9177,32.748,-0.054,True
lower,1040,R1C3,Bi-207-9176,33.257,-1.216,False
lower,1040,R2C1,Sn-113-9183,34.195,1.238,False
lower,1040,R2C2,Cd-109-9178,34.737,-0.254,False
lower,1040,R2C3,Ce-139-9179,34.835,-1.244,False
lower,1041,R1C1,Bi-207-8890,32.433,1.532,False
lower,1041,R1C2,Bi-207-9177,32.715,0.276,True
lower,1041,R1C3,Bi-207-9176,33.224,-0.886,False
lower,1041,R2C1,Sn-113-9183,34.163,1.568,False
lower,1041,R2C2,Cd-109-9178,34.705,0.076,True
lower,1041,R2C3,Ce-139-9179,34.803,-0.914,False
lower,1042,R1C1,Bi-207-8890,32.4,1.862,False
lower,1042,R1C2,Bi-207-9177,32.682,0.606,False
lower,1042,R1C3,Bi-207-9176,33.192,-0.556,True
lower,1042,R2C1,Sn-113-9183,34.13,1.898,False
lower,1042,R2C2,Cd-109-9178,34.672,0.406,True
lower,1042,R2C3,Ce-139-9179,34.77,-0.584,False
lower,1043,R1C1,Bi-207-8890,32.367,2.192,False
lower,1043,R1C2,Bi-207-9177,32.65,0.936,False
lower,1043,R1C3,Bi-207-9176,33.159,-0.226,True
lower,1043,R2C1,Sn-113-9183,34.097,2.228,False
lower,1043,R2C2,Cd-109-9178,34.639,0.736,False
lower,1043,R2C3,Ce-139-9179,34.737,-0.254,False
lower,1044,R1C1,Bi-207-8890,32.335,2.522,False
lower,1044,R1C2,Bi-207-9177,32.617,1.266,False
lower,1044,R1C3,Bi-207-9176,33.126,0.104,True
lower,1044,R2C1,Sn-113-9183,34.064,2.558,False
lower,1044,R2C2,Cd-109-9178,34.606,1.066,False
lower,1044,R2C3,Ce-139-9179,34.705,0.076,True
lower,1045,R1C1,Bi-207-8890,32.302,2.852,False
lower,1045,R1C2,Bi-207-9177,32.584,1.596,False
lower,1045,R1C3,Bi-207-9176,33.093,0.434,True
lower,1045,R2C1,Sn-113-9183,34.032,2.888,False
lower,1045,R2C2,Cd-109-9178,34.574,1.396,False
lower,1045,R2C3,Ce-139-9179,34.672,0.406,True
lower,1046,R1C1,Bi-207-8890,32.251,-0.606,False
lower,1046,R1C2,Bi-207-9177,32.533,-1.862,False
lower,1046,R1C3,Bi-207-9176,33.043,-3.024,False
lower,1046,R2C1,Sn-113-9183,33.981,-0.57,True
lower,1046,R2C2,Cd-109-9178,34.523,-2.062,False
lower,1046,R2C3,Ce-139-9179,34.621,-3.052,False
lower,1047,R1C1,Bi-207-8890,32.218,-0.276,True
lower,1047,R1C2,Bi-207-9177,32.501,-1.532,False
lower,1047,R1C3,Bi-207-9176,33.01,-2.694,False
lower,1047,R2C1,Sn-113-9183,33.948,-0.24,True
lower,1047,R2C2,Cd-109-9178,34.49,-1.732,False
lower,1047,R2C3,Ce-139-9179,34.588,-2.722,False
lower,1048,R1C1,Bi-207-8890,32.186,0.054,True
lower,1048,R1C2,Bi-207-9177,32.468,-1.202,False
lower,1048,R1C3,Bi-207-9176,32.977,-2.364,False
lower,1048,R2C1,Sn-113-9183,33.915,0.09,True
lower,1048,R2C2,Cd-109-9178,34.457,-1.402,False
lower,1048,R2C3,Ce-139-9179,34.555,-2.392,False
lower,1049,R1C1,Bi-207-8890,32.153,0.384,True
lower,1049,R1C2,Bi-207-9177,32.435,-0.872,False
lower,1049,R1C3,Bi-207-9176,32.944,-2.034,False
lower,1049,R2C1,Sn-113-9183,33.883,0.42,True
lower,1049,R2C2,Cd-109-9178,34.424,-1.072,False
lower,1049,R2C3,Ce-139-9179,34.523,-2.062,False
lower,1050,R1C1,Bi-207-8890,32.12,0.714,False
lower,1050,R1C2,Bi-207-9177,32.402,-0.542,True
lower,1050,R1C3,Bi-207-9176,32.912,-1.704,False
lower,1050,R2C1,Sn-113-9183,33.85,0.75,False
lower,1050,R2C2,Cd-109-9178,34.392,-0.742,False
lower,1050,R2C3,Ce-139-9179,34.49,-1.732,False
lower,1051,R1C1,Bi-207-8890,32.087,1.044,False
lower,1051,R1C2,Bi-207-9177,32.37,-0.212,True
lower,1051,R1C3,Bi-207-9176,32.879,-1.374,False
lower,1051,R2C1,Sn-113-9183,33.817,1.08,False
lower,1051,R2C2,Cd-109-9178,34.359,-0.412,True
lower,1051,R2C3,Ce-139-9179,34.457,-1.402,False
lower,1052,R1C1,Bi-207-8890,32.055,1.374,False
lower,1052,R1C2,Bi-207-9177,32.337,0.118,True
lower,1052,R1C3,Bi-207-9176,32.846,-1.044,False
lower,1052,R2C1,Sn-113-9183,33.784,1.41,False
lower,1052,R2C2,Cd-109-9178,34.326,-0.082,True
lower,1052,R2C3,Ce-139-9179,34.424,-1.072,False
lower,1053,R1C1,Bi-207-8890,32.022,1.704,False
lower,1053,R1C2,Bi-207-9177,32.304,0.448,True
lower,1053,R1C3,Bi-207-9176,32.813,-0.714,False
lower,1053,R2C1,Sn-113-9183,33.752,1.74,False
lower,1053,R2C2,Cd-109-9178,34.294,0.248,True
lower,1053,R2C3,Ce-139-9179,34.392,-0.742,False
lower,1054,R1C1,Bi-207-8890,31.989,2.034,False
lower,1054,R1C2,Bi-207-9177,32.271,0.778,False
lower,1054,R1C3,Bi-207-9176,32.781,-0.384,True
lower,1054,R2C1,Sn-113-9183,33.719,2.07,False
lower,1054,R2C2,Cd-109-9178,34.261,0.578,True
lower,1054,R2C3,Ce-139-9179,34.359,-0.412,True
lower,1055,R1C1,Bi-207-8890,31.957,2.364,False
lower,1055,R1C2,Bi-207-9177,32.239,1.108,False
lower,1055,R1C3,Bi-207-9176,32.748,-0.054,True
lower,1055,R2C1,Sn-113-9183,33.686,2.4,False
lower,1055,R2C2,Cd-109-9178,34.228,0.908,False
lower,1055,R2C3,Ce-139-9179,34.326,-0.082,True
lower,1056,R1C1,Bi-207-8890,31.924,2.694,False
lower,1056,R1C2,Bi-207-9177,32.206,1.438,False
lower,1056,R1C3,Bi-207-9176,32.715,0.276,True
lower,1056,R2C1,Sn-113-9183,33.653,2.73,False
lower,1056,R2C2,Cd-109-9178,34.195,1.238,False
lower,1056,R2C3,Ce-139-9179,34.294,0.248,True
lower,1057,R1C1,Bi-207-8890,31.891,3.024,False
lower,1057,R1C2,Bi-207-9177,32.173,1.768,False
lower,1057,R1C3,Bi-207-9176,32.682,0.606,False
lower,1057,R2C1,Sn-113-9183,33.621,3.06,False
lower,1057,R2C2,Cd-109-9178,34.163,1.568,False
