run_number,board_channel,pixel_number
8622,160,1100
8622,161,1091
8622,162,1079
8622,163,1101
8622,164,1108
8622,165,1098
8622,166,1107
8622,167,1099
8622,168,1106
8622,169,1096
8622,170,1085
8622,171,1097
8622,172,1074
8622,173,1086
8622,174,1048
8622,175,1037
8622,176,1026
8622,177,1061
8622,178,1049
8622,179,1027
8622,180,1019
8622,181,1010
8622,182,1017
8622,183,1011
8622,184,1009
8622,185,1018
8622,186,1044
8622,187,1033
8622,188,1022
8622,189,1056
8622,190,1069
8622,191,1023
8622,192,1055
8622,193,1092
8622,194,1081
8622,195,1068
8622,196,1109
8622,197,1118
8622,198,1102
8622,199,1117
8622,200,1110
8622,201,1111
8622,202,1095
8622,203,1116
8622,204,1084
8622,205,1105
8622,206,1115
8622,207,1094
8622,208,1012
8622,209,1021
8622,210,1004
8622,211,1013
8622,212,1072
8622,213,1047
8622,214,1073
8622,215,1060
8622,216,1059
8622,217,1036
8622,218,1014
8622,219,1112
8622,220,1114
8622,221,58
8622,222,58
8622,223,0
8622,224,58
8622,225,58
8622,226,58
8622,227,0
8622,228,0
8622,229,58
8622,230,0
8622,231,58
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8622,0,0
8623,0,51
8623,1,63
8623,2,75
8623,3,50
8623,4,62
8623,5,64
8623,6,40
8623,7,58
8623,8,66
8623,9,53
8623,10,41
8623,11,65
8623,12,76
8623,13,89
8623,14,78
8623,15,88
8623,16,87
8623,17,77
8623,18,30
8623,19,39
8623,20,28
8623,21,20
8623,22,29
8623,23,38
8623,24,58
8623,25,42
8623,26,32
8623,27,67
8623,28,43
8623,29,31
8623,30,80
8623,31,90
8623,32,100
8623,33,91
8623,34,79
8623,35,101
8623,36,108
8623,37,98
8623,38,107
8623,39,99
8623,40,106
8623,41,96
8623,42,85
8623,43,97
8623,44,74
8623,45,86
8623,46,48
8623,47,37
8623,48,26
8623,49,61
8623,50,49
8623,51,27
8623,52,19
8623,53,10
8623,54,17
8623,55,11
8623,56,9
8623,57,18
8623,58,44
8623,59,33
8623,60,22
8623,61,56
8623,62,69
8623,63,23
8623,64,55
8623,65,92
8623,66,81
8623,67,68
8623,68,109
8623,69,118
8623,70,102
8623,71,117
8623,72,110
8623,73,111
8623,74,95
8623,75,116
8623,76,84
8623,77,105
8623,78,115
8623,79,94
8623,80,12
8623,81,21
8623,82,4
8623,83,13
8623,84,72
8623,85,47
8623,86,73
8623,87,60
8623,88,59
8623,89,36
8623,90,15
8623,91,14
8623,92,45
8623,93,24
8623,94,7
8623,95,34
8623,96,126
8623,97,112
8623,98,127
8623,99,119
8623,100,103
8623,101,120
8623,102,71
8623,103,114
8623,104,113
8623,105,83
8623,106,104
8623,107,121
8623,108,35
8623,109,25
8623,110,54
8623,111,52
8623,112,0
8623,113,0
8623,114,2
8623,115,3
8623,116,6
8623,117,5
8623,118,0
8623,119,0
8623,0,0
8623,0,0
8623,0,0
8623,0,0
8623,0,0
8623,0,0
8623,0,0
8623,0,0
8623,128,1051
8623,129,1063
8623,130,1075
