run,detector,slot,source,pred_x,pred_y,peak_pixel,snap_dist,n_pixels,pixels,flag
8708,upper,R2C1,Bi-207-9176,-6.22,8.0,26,2.17,5,25;26;27;36;37,CHECK
8708,upper,R2C2,Bi-207-9177,-5.34,1.85,29,0.99,7,19;20;28;29;30;39;40,
8708,upper,R2C3,Bi-207-8779,-3.28,-2.77,43,2.47,5,32;33;42;43;44,CHECK
8708,lower,R1C2,Cd-109-9178,-0.49,3.55,1062,0.28,5,1049;1050;1061;1062;1063,
8708,lower,R1C3,Bi-207-8890,-0.57,-2.89,1053,1.35,5,1052;1053;1054;1065;1066,
8708,lower,R2C1,Bi-207-9176,-5.31,7.43,1095,1.37,3,1084;1094;1095,
8708,lower,R2C2,Bi-207-9177,-5.32,0.68,1098,0.2,6,1087;1088;1098;1099;1107;1108,
8708,lower,R2C3,Bi-207-8779,-5.26,-5.73,1102,0.34,5,1091;1101;1102;1111;1112,
8709,upper,R1C2,Cd-109-9178,-2.26,4.12,49,0.21,7,37;38;48;49;50;61;62,
8709,upper,R1C3,Bi-207-8890,-1.12,-1.9,53,1.33,7,41;42;52;53;54;65;66,
8709,upper,R2C1,Bi-207-9176,-7.87,7.53,17,2.59,5,9;17;18;27;28,CHECK
8709,upper,R2C2,Bi-207-9177,-6.99,1.38,11,1.36,5,10;11;12;19;20,
8709,upper,R2C3,Bi-207-8779,-4.93,-3.24,43,2.28,5,32;33;43;44;55,CHECK
8709,lower,R1C2,Cd-109-9178,-2.21,3.63,1074,0.71,4,1062;1074;1075;1086,
8709,lower,R1C3,Bi-207-8890,-2.29,-2.81,1078,0.22,7,1065;1066;1077;1078;1079;1089;1090,
8709,lower,R2C1,Bi-207-9176,-7.03,7.51,1105,2.33,4,1096;1105;1106;1114,CHECK
8709,lower,R2C2,Bi-207-9177,-7.04,0.75,1108,0.81,4,1107;1108;1116;1117,
8709,lower,R2C3,Bi-207-8779,-6.98,-5.65,1111,0.51,5,1101;1102;1110;1111;1112,
8710,upper,R2C1,Bi-207-9176,-9.96,7.54,,,0,,CHECK
8710,upper,R1C2,Cd-109-9178,-4.35,4.14,27,0.93,4,27;28;37;38,
8710,upper,R1C3,Bi-207-8890,-3.21,-1.89,53,1.19,4,53;54;65;66,
8710,upper,R2C2,Bi-207-9177,-9.08,1.39,19,2.35,4,11;19;20;29,CHECK
8710,upper,R2C3,Bi-207-8779,-7.02,-3.23,31,1.88,5,30;31;32;41;42,CHECK
8710,lower,R2C1,Bi-207-9176,-8.68,7.39,,,0,,CHECK
8710,lower,R1C2,Cd-109-9178,-3.86,3.51,1086,0.12,7,1074;1075;1085;1086;1087;1096;1097,
8710,lower,R1C3,Bi-207-8890,-3.95,-2.93,1100,1.34,3,1089;1090;1100,
8710,lower,R2C2,Bi-207-9177,-8.7,0.63,1108,2.05,4,1098;1107;1108;1116,CHECK
8710,lower,R2C3,Bi-207-8779,-8.63,-5.77,1111,1.97,4,1101;1102;1111;1112,CHECK
8711,upper,R1C2,Cd-109-9178,-3.32,3.21,38,0.5,5,28;38;39;49;50,
8711,upper,R1C3,Bi-207-8890,-2.18,-2.81,42,1.7,5,32;42;43;53;54,
8711,upper,R2C1,Bi-207-9176,-8.93,6.62,9,2.38,4,9;17;18;27,CHECK
8711,upper,R2C2,Bi-207-9177,-8.05,0.47,11,0.44,4,11;12;19;20,
8711,upper,R2C3,Bi-207-8779,-5.99,-4.16,33,2.05,3,33;34;44,CHECK
8711,lower,R1C2,Cd-109-9178,-3.08,2.63,1075,0.83,5,1074;1075;1076;1086;1087,
8711,lower,R1C3,Bi-207-8890,-3.16,-3.81,1090,0.68,5,1078;1079;1089;1090;1091,
8711,lower,R2C1,Bi-207-9176,-7.9,6.51,1105,1.74,6,1085;1095;1096;1097;1105;1106,
8711,lower,R2C2,Bi-207-9177,-7.91,-0.25,1117,0.71,4,1108;1109;1116;1117,
8711,lower,R2C3,Bi-207-8779,-7.85,-6.65,1111,1.82,4,1101;1102;1111;1112,CHECK
8712,upper,R1C2,Cd-109-9178,3.92,0.55,98,0.36,4,98;99;107;108,
8712,upper,R1C3,Bi-207-8890,5.06,-5.47,102,1.43,4,91;101;102;111,
8712,upper,R2C1,Bi-207-9176,-1.69,3.95,74,2.47,4,73;74;85;86,CHECK
8712,upper,R2C2,Bi-207-9177,-0.81,-2.19,77,2.05,4,77;78;88;89,CHECK
8712,upper,R2C3,Bi-207-8779,1.24,-6.82,67,2.57,4,54;55;66;67,CHECK
8712,lower,R1C2,Cd-109-9178,4.18,5.36,1026,0.83,4,1017;1026;1027;1037,
8712,lower,R1C3,Bi-207-8890,4.1,-1.08,1030,0.41,4,1020;1021;1029;1030,
8712,lower,R2C1,Bi-207-9176,-0.64,9.24,1047,2.0,3,1047;1048;1060,CHECK
8712,lower,R2C2,Bi-207-9177,-0.65,2.49,1051,2.14,4,1039;1040;1050;1051,CHECK
8712,lower,R2C3,Bi-207-8779,-0.59,-3.92,1079,1.71,4,1079;1080;1090;1091,
8713,upper,R1C2,Cd-109-9178,4.41,2.4,97,0.69,4,97;98;106;107,
8713,upper,R1C3,Bi-207-8890,5.55,-3.62,100,2.07,5,90;100;101;109;110,CHECK
8713,upper,R2C1,Bi-207-9176,-1.2,5.81,48,1.09,4,48;49;60;61,
8713,upper,R2C2,Bi-207-9177,-0.32,-0.34,64,0.55,5,51;52;64;65;77,
8713,upper,R2C3,Bi-207-8779,1.74,-4.97,78,2.57,3,66;78;79,CHECK
8713,lower,R1C2,Cd-109-9178,5.0,1.71,1019,0.25,7,1010;1011;1018;1019;1020;1028;1029,
8713,lower,R1C3,Bi-207-8890,4.91,-4.73,1032,1.23,5,1022;1023;1031;1032;1033,
8713,lower,R2C1,Bi-207-9176,0.18,5.59,1061,1.01,7,1048;1049;1060;1061;1062;1073;1074,
8713,lower,R2C2,Bi-207-9177,0.16,-1.16,1065,1.08,5,1052;1053;1064;1065;1077,
8713,lower,R2C3,Bi-207-8779,0.23,-7.57,1068,1.17,5,1056;1068;1069;1080;1081,
8715,upper,R1C2,Cd-109-9178,2.07,2.63,86,0.85,4,75;86;87;97,
8715,upper,R1C3,Bi-207-8890,3.21,-3.39,90,0.96,6,78;79;90;91;100;101,
8715,upper,R2C1,Bi-207-9176,-3.54,6.04,37,0.86,7,26;27;36;37;38;48;49,
8715,upper,R2C2,Bi-207-9177,-2.66,-0.11,40,1.09,4,40;41;51;52,
8715,upper,R2C3,Bi-207-8779,-0.6,-4.74,80,1.89,4,68;80;81;92,CHECK
8715,lower,R1C2,Cd-109-9178,2.24,1.8,1039,0.07,7,1028;1029;1038;1039;1040;1050;1051,
8715,lower,R1C3,Bi-207-8890,2.15,-4.64,1043,0.57,4,1032;1042;1043;1054,
8715,lower,R2C1,Bi-207-9176,-2.58,5.68,1085,1.27,5,1073;1074;1084;1085;1086,
8715,lower,R2C2,Bi-207-9177,-2.6,-1.07,1077,0.4,4,1077;1078;1088;1089,
8715,lower,R2C3,Bi-207-8779,-2.53,-7.47,1092,1.33,4,1080;1081;1091;1092,
8716,upper,R1C2,Cd-109-9178,4.39,2.39,97,0.68,4,97;98;106;107,
8716,upper,R1C3,Bi-207-8890,5.53,-3.63,100,2.06,5,90;100;101;109;110,CHECK
8716,upper,R2C1,Bi-207-9176,-1.22,5.79,48,1.07,4,48;49;60;61,
8716,upper,R2C2,Bi-207-9177,-0.34,-0.35,64,0.54,5,51;52;64;65;77,
8716,upper,R2C3,Bi-207-8779,1.72,-4.98,78,2.57,3,66;78;79,CHECK
8716,lower,R1C2,Cd-109-9178,4.96,1.69,1019,0.29,7,1010;1011;1018;1019;1020;1028;1029,
8716,lower,R1C3,Bi-207-8890,4.88,-4.75,1032,1.2,5,1022;1023;1031;1032;1033,
8716,lower,R2C1,Bi-207-9176,0.14,5.57,1061,0.97,6,1049;1060;1061;1062;1073;1074,
8716,lower,R2C2,Bi-207-9177,0.13,-1.18,1065,1.04,5,1052;1053;1064;1065;1077,
8716,lower,R2C3,Bi-207-8779,0.19,-7.59,1068,1.15,5,1056;1068;1069;1080;1081,
8717,upper,R1C2,Cd-109-9178,3.98,2.23,97,0.44,5,87;97;98;106;107,
8717,upper,R1C3,Bi-207-8890,5.12,-3.79,101,1.47,6,90;91;100;101;110;111,
8717,upper,R2C1,Bi-207-9176,-1.63,5.63,73,2.41,4,73;74;84;85,CHECK
8717,upper,R2C2,Bi-207-9177,-0.75,-0.51,51,2.04,7,39;40;50;51;52;63;64,CHECK
8717,upper,R2C3,Bi-207-8779,1.31,-5.14,79,0.98,4,66;67;78;79,
8717,lower,R1C2,Cd-109-9178,4.18,1.19,1029,0.53,4,1019;1020;1028;1029,
8717,lower,R1C3,Bi-207-8890,4.09,-5.25,1032,0.98,5,1022;1023;1032;1033;1043,
8717,lower,R2C1,Bi-207-9176,-0.64,5.07,1049,1.58,4,1037;1038;1049;1050,
8717,lower,R2C2,Bi-207-9177,-0.66,-1.68,1053,1.68,4,1041;1042;1052;1053,
8717,lower,R2C3,Bi-207-8779,-0.59,-8.09,1055,2.43,4,1044;1055;1056;1068,CHECK
8718,upper,R1C2,Cd-109-9178,4.0,-0.7,99,0.3,6,89;98;99;100;108;109,
8718,upper,R1C3,Bi-207-8890,5.14,-6.72,111,1.53,3,101;110;111,
8718,upper,R2C1,Bi-207-9176,-1.61,2.7,51,1.94,7,39;40;50;51;52;63;64,CHECK
8718,upper,R2C2,Bi-207-9177,-0.74,-3.44,54,1.75,4,42;43;54;55,
8718,upper,R2C3,Bi-207-8779,1.32,-8.07,92,1.47,4,80;91;92;102,
8718,lower,R1C2,Cd-109-9178,4.06,4.28,1027,0.31,5,1017;1018;1026;1027;1028,
8718,lower,R1C3,Bi-207-8890,3.97,-2.16,1021,1.35,5,1020;1021;1022;1030;1031,
8718,lower,R2C1,Bi-207-9176,-0.76,8.16,1048,2.58,5,1036;1037;1048;1049;1061,CHECK
8718,lower,R2C2,Bi-207-9177,-0.78,1.41,1051,1.62,4,1039;1040;1051;1052,
8718,lower,R2C3,Bi-207-8779,-0.71,-5.0,1079,1.67,4,1079;1080;1090;1091,
8719,upper,R1C2,Cd-109-9178,5.23,0.21,108,0.21,6,99;107;108;109;116;117,
8719,upper,R1C3,Bi-207-8890,6.37,-5.82,119,1.54,3,110;118;119,
8719,upper,R2C1,Bi-207-9176,-0.38,3.61,74,1.34,4,73;74;85;86,
8719,upper,R2C2,Bi-207-9177,0.5,-2.54,77,1.69,5,76;77;78;88;89,
8719,upper,R2C3,Bi-207-8779,2.56,-7.16,80,2.12,4,67;68;79;80,CHECK
8719,lower,R1C2,Cd-109-9178,5.22,4.4,1017,0.8,4,1009;1017;1018;1027,
8719,lower,R1C3,Bi-207-8890,5.13,-2.04,1021,0.33,4,1012;1013;1020;1021,
8719,lower,R2C1,Bi-207-9176,0.4,8.28,1047,0.6,5,1036;1047;1048;1059;1060,
8719,lower,R2C2,Bi-207-9177,0.38,1.53,1039,1.88,4,1028;1029;1038;1039,CHECK
8719,lower,R2C3,Bi-207-8779,0.45,-4.88,1053,2.3,4,1041;1042;1052;1053,CHECK
8720,upper,R1C2,Cd-109-9178,5.17,1.68,107,0.1,6,98;106;107;108;115;116,
8720,upper,R1C3,Bi-207-8890,6.31,-4.34,110,1.37,4,100;109;110;118,
8720,upper,R2C1,Bi-207-9176,-0.44,5.09,74,1.41,5,73;74;75;85;86,
8720,upper,R2C2,Bi-207-9177,0.44,-1.06,77,0.37,4,76;77;88;89,
8720,upper,R2C3,Bi-207-8779,2.49,-5.68,90,2.23,4,78;79;90;91,CHECK
8720,lower,R1C2,Cd-109-9178,5.86,1.08,1011,0.92,4,1011;1012;1019;1020,
8720,lower,R1C3,Bi-207-8890,5.77,-5.36,1023,0.55,5,1014;1022;1023;1032;1033,
8720,lower,R2C1,Bi-207-9176,1.04,4.96,1037,1.23,5,1026;1027;1036;1037;1038,
8720,lower,R2C2,Bi-207-9177,1.02,-1.79,1041,1.23,4,1030;1031;1040;1041,
8720,lower,R2C3,Bi-207-8779,1.09,-8.19,1068,2.23,4,1067;1068;1080;1081,CHECK
8721,upper,R1C2,Cd-109-9178,-2.27,3.53,49,0.8,4,38;49;50;62,
8721,upper,R1C3,Bi-207-8890,-1.14,-2.49,53,1.12,5,41;42;53;54;66,
8721,upper,R2C1,Bi-207-9176,-7.88,6.94,17,2.08,4,17;18;26;27,CHECK
8721,upper,R2C2,Bi-207-9177,-7.01,0.79,11,1.25,4,11;12;19;20,
8721,upper,R2C3,Bi-207-8779,-4.95,-3.84,43,1.81,4,33;43;44;55,CHECK
8721,lower,R1C2,Cd-109-9178,-2.24,2.71,1075,0.11,7,1062;1063;1074;1075;1076;1086;1087,
8721,lower,R1C3,Bi-207-8890,-2.33,-3.73,1079,0.6,4,1066;1078;1079;1090,
8721,lower,R2C1,Bi-207-9176,-7.06,6.59,1105,1.43,4,1095;1096;1105;1106,
8721,lower,R2C2,Bi-207-9177,-7.08,-0.16,1108,0.36,4,1108;1109;1116;1117,
8721,lower,R2C3,Bi-207-8779,-7.01,-6.57,1111,1.4,4,1101;1102;1110;1111,
8824,upper,R2C1,Bi-207-9176,-11.23,8.36,,,0,,CHECK
8824,upper,R1C2,Cd-109-9178,-5.62,4.95,17,1.16,4,17;18;26;27,
8824,upper,R1C3,Bi-207-8890,-4.48,-1.07,30,0.8,4,21;30;31;41,
8824,upper,R2C2,Bi-207-9177,-10.35,2.21,11,2.49,5,4;11;12;19;20,CHECK
8824,upper,R2C3,Bi-207-8779,-8.29,-2.42,22,1.86,3,22;23;32,CHECK
8824,lower,R2C1,Bi-207-9176,-9.99,8.16,,,0,,CHECK
8824,lower,R2C3,Bi-207-8779,-9.94,-4.99,,,0,,CHECK
8824,lower,R1C2,Cd-109-9178,-5.17,4.28,1096,0.09,7,1085;1086;1095;1096;1097;1105;1106,
8824,lower,R1C3,Bi-207-8890,-5.26,-2.16,1100,0.44,4,1089;1099;1100;1109,
8824,lower,R2C2,Bi-207-9177,-10.01,1.41,1116,1.84,4,1107;1108;1116;1117,CHECK
8825,upper,R1C2,Cd-109-9178,3.95,2.47,97,0.24,7,86;87;96;97;98;106;107,
8825,upper,R1C3,Bi-207-8890,5.09,-3.55,101,1.55,6,90;91;100;101;110;111,
8825,upper,R2C1,Bi-207-9176,-1.66,5.88,73,2.42,4,73;74;84;85,CHECK
8825,upper,R2C2,Bi-207-9177,-0.78,-0.27,51,1.86,7,39;40;50;51;52;63;64,CHECK
8825,upper,R2C3,Bi-207-8779,1.28,-4.9,78,2.36,4,65;77;78;89,CHECK
8825,lower,R1C2,Cd-109-9178,4.18,1.19,1029,0.54,4,1019;1020;1028;1029,
8825,lower,R1C3,Bi-207-8890,4.1,-5.24,1032,0.98,4,1022;1023;1032;1033,
8825,lower,R2C1,Bi-207-9176,-0.64,5.07,1049,1.58,4,1037;1038;1049;1050,
8825,lower,R2C2,Bi-207-9177,-0.65,-1.68,1064,1.68,5,1051;1052;1063;1064;1076,
8825,lower,R2C3,Bi-207-8779,-0.59,-8.08,1055,2.42,7,1043;1044;1054;1055;1056;1067;1068,CHECK
8826,upper,R1C2,Cd-109-9178,5.06,1.81,107,0.2,6,97;106;107;108;115;116,
8826,upper,R1C3,Bi-207-8890,6.2,-4.22,110,1.21,4,100;109;110;118,
8826,upper,R2C1,Bi-207-9176,-0.55,5.21,74,1.57,5,73;74;75;85;86,
8826,upper,R2C2,Bi-207-9177,0.33,-0.94,88,2.14,6,76;77;87;88;98;99,CHECK
8826,upper,R2C3,Bi-207-8779,2.39,-5.56,90,2.1,4,78;79;89;90,CHECK
8826,lower,R1C2,Cd-109-9178,5.87,1.12,1011,0.91,5,1010;1011;1012;1019;1020,
8826,lower,R1C3,Bi-207-8890,5.79,-5.32,1023,0.55,5,1014;1022;1023;1032;1033,
8826,lower,R2C1,Bi-207-9176,1.06,5.0,1037,1.21,4,1026;1027;1037;1038,
8826,lower,R2C2,Bi-207-9177,1.04,-1.75,1040,2.13,4,1029;1030;1039;1040,CHECK
8826,lower,R2C3,Bi-207-8779,1.1,-8.16,1068,2.22,4,1067;1068;1080;1081,CHECK
8827,upper,R1C2,Cd-109-9178,-2.26,3.51,49,0.82,4,38;49;50;62,
8827,upper,R1C3,Bi-207-8890,-1.12,-2.51,53,1.13,6,41;42;53;54;65;66,
8827,upper,R2C1,Bi-207-9176,-7.87,6.92,17,2.05,4,17;18;26;27,CHECK
8827,upper,R2C2,Bi-207-9177,-6.99,0.77,11,1.26,4,11;12;19;20,
8827,upper,R2C3,Bi-207-8779,-4.93,-3.86,43,1.79,4,33;43;44;55,
8827,lower,R1C2,Cd-109-9178,-2.24,2.69,1075,0.09,7,1062;1063;1074;1075;1076;1086;1087,
8827,lower,R1C3,Bi-207-8890,-2.33,-3.75,1079,0.59,4,1066;1078;1079;1090,
8827,lower,R2C1,Bi-207-9176,-7.06,6.57,1105,1.41,4,1095;1096;1105;1106,
8827,lower,R2C2,Bi-207-9177,-7.08,-0.18,1108,0.37,5,1099;1108;1109;1116;1117,
8827,lower,R2C3,Bi-207-8779,-7.02,-6.58,1111,1.41,4,1101;1102;1110;1111,
8828,upper,R1C2,Cd-109-9178,-0.37,1.91,63,0.42,7,50;51;62;63;64;75;76,
8828,upper,R1C3,Bi-207-8890,0.77,-4.11,66,1.65,4,66;67;78;79,
8828,upper,R2C1,Bi-207-9176,-5.98,5.32,26,1.04,4,17;26;27;37,
8828,upper,R2C2,Bi-207-9177,-5.1,-0.83,30,0.15,7,20;21;29;30;31;40;41,
8828,upper,R2C3,Bi-207-8779,-3.04,-5.46,43,0.75,5,32;42;43;54;55,
8828,lower,R1C2,Cd-109-9178,0.22,1.14,1051,0.6,4,1050;1051;1063;1064,
8828,lower,R1C3,Bi-207-8890,0.13,-5.3,1054,1.15,4,1054;1055;1066;1067,
8828,lower,R2C1,Bi-207-9176,-4.6,5.02,1096,0.95,4,1085;1095;1096;1105,
8828,lower,R2C2,Bi-207-9177,-4.62,-1.73,1099,1.07,5,1088;1089;1099;1100;1109,
8828,lower,R2C3,Bi-207-8779,-4.55,-8.13,1102,2.19,4,1091;1092;1101;1102,CHECK
8829,upper,R1C2,Cd-109-9178,-1.99,0.91,51,0.26,7,39;40;50;51;52;63;64,
8829,upper,R1C3,Bi-207-8890,-0.86,-5.11,66,1.65,5,53;65;66;78;79,
8829,upper,R2C1,Bi-207-9176,-7.61,4.31,18,1.2,5,10;18;19;27;28,
8829,upper,R2C2,Bi-207-9177,-6.73,-1.83,30,1.77,5,20;21;30;31;41,
8829,upper,R2C3,Bi-207-8779,-4.67,-6.46,43,1.56,7,32;33;42;43;44;54;55,
8829,lower,R1C2,Cd-109-9178,5.42,4.22,1009,1.34,3,1009;1017;1018,
8829,lower,R1C3,Bi-207-8890,5.33,-2.22,1021,0.49,4,1012;1013;1020;1021,
8829,lower,R2C1,Bi-207-9176,0.6,8.1,1047,0.34,4,1047;1048;1059;1060,
8829,lower,R2C2,Bi-207-9177,0.58,1.35,1039,1.71,4,1028;1029;1038;1039,
8829,lower,R2C3,Bi-207-8779,0.64,-5.05,1053,2.46,5,1041;1042;1052;1053;1065,CHECK
8830,upper,R1C2,Cd-109-9178,4.0,-0.62,99,0.35,5,98;99;100;108;109,
8830,upper,R1C3,Bi-207-8890,5.14,-6.65,111,1.45,3,101;110;111,
8830,upper,R2C1,Bi-207-9176,-1.61,2.78,51,2.02,7,39;40;50;51;52;63;64,CHECK
8830,upper,R2C2,Bi-207-9177,-0.73,-3.37,78,1.67,6,66;77;78;79;89;90,
8830,upper,R2C3,Bi-207-8779,1.33,-7.99,80,2.01,6,67;68;80;81;91;92,CHECK
8830,lower,R1C2,Cd-109-9178,4.07,4.21,1027,0.34,5,1017;1018;1026;1027;1028,
8830,lower,R1C3,Bi-207-8890,3.98,-2.23,1021,1.36,5,1020;1021;1022;1030;1031,
8830,lower,R2C1,Bi-207-9176,-0.75,8.09,1048,2.52,6,1036;1037;1048;1049;1060;1061,CHECK
8830,lower,R2C2,Bi-207-9177,-0.77,1.34,1051,1.59,4,1039;1040;1051;1052,
8830,lower,R2C3,Bi-207-8779,-0.7,-5.07,1079,1.71,6,1066;1078;1079;1080;1090;1091,
8831,upper,R1C2,Cd-109-9178,-3.15,3.19,38,0.66,5,28;38;39;49;50,
8831,upper,R1C3,Bi-207-8890,-2.01,-2.84,42,1.85,6,32;41;42;43;53;54,CHECK
8831,upper,R2C1,Bi-207-9176,-8.76,6.59,17,2.45,4,9;17;18;27,CHECK
8831,upper,R2C2,Bi-207-9177,-7.88,0.44,11,0.56,4,11;12;19;20,
8831,upper,R2C3,Bi-207-8779,-5.82,-4.18,33,1.96,3,33;34;44,CHECK
8831,lower,R1C2,Cd-109-9178,-2.78,2.58,1075,0.53,5,1074;1075;1076;1086;1087,
8831,lower,R1C3,Bi-207-8890,-2.87,-3.86,1090,0.97,5,1078;1079;1089;1090;1091,
8831,lower,R2C1,Bi-207-9176,-7.6,6.46,1095,2.38,3,1085;1095;1096,CHECK
8831,lower,R2C2,Bi-207-9177,-7.62,-0.29,1117,0.86,4,1108;1109;1116;1117,
8831,lower,R2C3,Bi-207-8779,-7.55,-6.69,1102,2.39,3,1092;1102;1112,CHECK
8832,upper,R1C2,Cd-109-9178,-0.82,2.96,62,0.51,6,49;50;62;63;74;75,
8832,upper,R1C3,Bi-207-8890,0.32,-3.07,66,1.14,6,53;54;65;66;67;78,
8832,upper,R2C1,Bi-207-9176,-6.43,6.36,27,2.35,5,18;27;28;37;38,CHECK
8832,upper,R2C2,Bi-207-9177,-5.55,0.21,20,1.22,7,11;12;19;20;21;29;30,
8832,upper,R2C3,Bi-207-8779,-3.5,-4.41,43,0.83,6,32;33;42;43;44;55,
8832,lower,R1C2,Cd-109-9178,-0.73,2.1,1063,0.37,6,1050;1051;1062;1063;1075;1076,
8832,lower,R1C3,Bi-207-8890,-0.81,-4.34,1066,0.88,6,1054;1065;1066;1067;1078;1079,
8832,lower,R2C1,Bi-207-9176,-5.55,5.98,1105,1.43,4,1095;1096;1105;1106,
8832,lower,R2C2,Bi-207-9177,-5.56,-0.77,1108,1.42,4,1098;1099;1108;1109,
8832,lower,R2C3,Bi-207-8779,-5.5,-7.17,1102,1.14,4,1091;1101;1102;1111,
8833,upper,R1C2,Cd-109-9178,0.68,3.64,74,0.7,4,62;74;75;86,
8833,upper,R1C3,Bi-207-8890,1.82,-2.39,78,1.09,5,66;78;79;89;90,
8833,upper,R2C1,Bi-207-9176,-4.93,7.04,26,1.03,4,26;27;36;37,
8833,upper,R2C2,Bi-207-9177,-4.05,0.89,51,1.8,7,39;40;50;51;52;63;64,CHECK
8833,upper,R2C3,Bi-207-8779,-2.0,-3.73,43,2.29,6,32;33;42;43;44;55,CHECK
8833,lower,R1C2,Cd-109-9178,0.74,2.7,1050,0.1,7,1038;1039;1049;1050;1051;1062;1063,
8833,lower,R1C3,Bi-207-8890,0.66,-3.74,1054,0.59,5,1042;1043;1053;1054;1066,
8833,lower,R2C1,Bi-207-9176,-4.08,6.58,1085,1.42,5,1073;1084;1085;1095;1096,
8833,lower,R2C2,Bi-207-9177,-4.09,-0.18,1088,0.38,5,1077;1088;1089;1098;1099,
8833,lower,R2C3,Bi-207-8779,-4.03,-6.58,1092,0.45,4,1080;1091;1092;1102,
8834,upper,R1C2,Cd-109-9178,0.68,3.63,74,0.71,4,62;74;75;86,
8834,upper,R1C3,Bi-207-8890,1.82,-2.4,78,1.08,5,66;78;79;89;90,
8834,upper,R2C1,Bi-207-9176,-4.93,7.03,26,1.02,4,26;27;36;37,
8834,upper,R2C2,Bi-207-9177,-4.06,0.88,51,1.81,7,39;40;50;51;52;63;64,CHECK
8834,upper,R2C3,Bi-207-8779,-2.0,-3.74,43,2.28,6,32;33;42;43;44;55,CHECK
8834,lower,R1C2,Cd-109-9178,0.75,2.69,1050,0.09,7,1038;1039;1049;1050;1051;1062;1063,
8834,lower,R1C3,Bi-207-8890,0.66,-3.75,1054,0.59,5,1042;1043;1053;1054;1066,
8834,lower,R2C1,Bi-207-9176,-4.07,6.57,1085,1.41,5,1073;1084;1085;1095;1096,
8834,lower,R2C2,Bi-207-9177,-4.09,-0.18,1088,0.38,5,1077;1088;1089;1098;1099,
8834,lower,R2C3,Bi-207-8779,-4.02,-6.58,1092,0.44,4,1080;1091;1092;1102,
8835,upper,R1C2,Cd-109-9178,2.02,3.74,86,0.36,7,74;75;85;86;87;96;97,
8835,upper,R1C3,Bi-207-8890,3.16,-2.28,100,0.67,5,89;90;100;101;110,
8835,upper,R2C1,Bi-207-9176,-3.59,7.15,48,1.72,7,36;37;47;48;49;60;61,
8835,upper,R2C2,Bi-207-9177,-2.71,1.0,51,0.48,5,40;51;52;63;64,
8835,upper,R2C3,Bi-207-8779,-0.65,-3.62,65,1.9,5,53;65;66;77;78,CHECK
8835,lower,R1C2,Cd-109-9178,-1.82,5.7,1073,0.56,6,1060;1061;1072;1073;1074;1085,
8835,lower,R1C3,Bi-207-8890,-1.91,-0.73,1077,0.37,4,1064;1065;1076;1077,
8835,lower,R2C1,Bi-207-9176,-6.64,9.58,1094,2.27,3,1084;1094;1095,CHECK
8835,lower,R2C2,Bi-207-9177,-6.66,2.83,1098,2.42,4,1087;1088;1097;1098,CHECK
8835,lower,R2C3,Bi-207-8779,-6.59,-3.57,1101,1.54,4,1090;1091;1101;1102,
8837,upper,R1C2,Cd-109-9178,2.44,0.36,88,0.41,6,76;77;87;88;98;99,
8837,upper,R1C3,Bi-207-8890,3.58,-5.66,90,2.57,4,89;90;100;101,CHECK
8837,upper,R2C1,Bi-207-9176,-3.17,3.77,62,2.44,4,61;62;74;75,CHECK
8837,upper,R2C2,Bi-207-9177,-2.29,-2.38,54,1.95,4,42;43;54;55,CHECK
8837,upper,R2C3,Bi-207-8779,-0.23,-7.0,80,1.36,4,79;80;91;92,
8837,lower,R1C2,Cd-109-9178,2.62,-0.21,1040,0.42,5,1029;1030;1040;1041;1052,
8837,lower,R1C3,Bi-207-8890,2.53,-6.65,1044,0.4,4,1033;1043;1044;1055,
8837,lower,R2C1,Bi-207-9176,-2.2,3.67,1061,2.11,5,1037;1048;1049;1060;1061,CHECK
8837,lower,R2C2,Bi-207-9177,-2.22,-3.08,1079,1.25,5,1067;1079;1080;1090;1091,
8837,lower,R2C3,Bi-207-8779,-2.16,-9.49,1069,1.63,4,1056;1068;1069;1081,
8838,upper,R1C2,Cd-109-9178,3.98,0.65,98,0.32,4,98;99;107;108,
8838,upper,R1C3,Bi-207-8890,5.12,-5.38,102,1.53,4,91;101;102;111,
8838,upper,R2C1,Bi-207-9176,-1.63,4.05,74,2.39,4,73;74;85;86,CHECK
8838,upper,R2C2,Bi-207-9177,-0.75,-2.1,77,1.94,4,77;78;88;89,CHECK
8838,upper,R2C3,Bi-207-8779,1.31,-6.72,79,2.46,5,66;67;79;80;90,CHECK
8838,lower,R1C2,Cd-109-9178,4.17,5.3,1026,0.87,4,1017;1026;1027;1037,
8838,lower,R1C3,Bi-207-8890,4.08,-1.14,1030,0.43,4,1020;1021;1029;1030,
8838,lower,R2C1,Bi-207-9176,-0.65,9.18,1047,1.97,3,1047;1048;1060,CHECK
8838,lower,R2C2,Bi-207-9177,-0.67,2.43,1064,2.43,5,1051;1052;1064;1065;1077,CHECK
8838,lower,R2C3,Bi-207-8779,-0.6,-3.97,1079,1.68,4,1079;1080;1090;1091,
8839,upper,R1C2,Cd-109-9178,-1.08,2.17,63,0.55,5,50;51;62;63;64,
8839,upper,R1C3,Bi-207-8890,0.06,-3.85,79,0.84,4,79;80;90;91,
8839,upper,R2C1,Bi-207-9176,-6.69,5.57,17,0.38,4,9;17;18;27,
