run,detector,slot,source,pred_x,pred_y,peak_pixel,snap_dist,n_pixels,pixels,flag
8655,lower,R2C2,Bi-207-9177,-7.04,0.71,1108,0.77,4,1107;1108;1116;1117,
8655,lower,R2C3,Bi-207-8779,-6.98,-5.69,1111,0.55,5,1101;1102;1110;1111;1112,
8656,upper,R2C1,Bi-207-9176,-9.98,7.55,,,0,,CHECK
8656,upper,R1C2,Cd-109-9178,-4.37,4.15,27,0.89,4,27;28;37;38,
8656,upper,R1C3,Bi-207-8890,-3.23,-1.87,53,1.22,4,53;54;65;66,
8656,upper,R2C2,Bi-207-9177,-9.1,1.41,19,2.38,4,11;19;20;29,CHECK
8656,upper,R2C3,Bi-207-8779,-7.05,-3.22,31,1.9,5,30;31;32;41;42,CHECK
8656,lower,R2C1,Bi-207-9176,-8.68,7.38,,,0,,CHECK
8656,lower,R1C2,Cd-109-9178,-3.86,3.5,1086,0.11,7,1074;1075;1085;1086;1087;1096;1097,
8656,lower,R1C3,Bi-207-8890,-3.94,-2.94,1100,1.35,3,1089;1090;1100,
8656,lower,R2C2,Bi-207-9177,-8.69,0.63,1108,2.04,4,1098;1107;1108;1116,CHECK
8656,lower,R2C3,Bi-207-8779,-8.63,-5.77,1111,1.96,4,1101;1102;1111;1112,CHECK
8657,upper,R2C1,Bi-207-9176,-11.36,8.33,,,0,,CHECK
8657,upper,R1C2,Cd-109-9178,-5.75,4.93,17,1.03,4,17;18;26;27,
8657,upper,R1C3,Bi-207-8890,-4.61,-1.1,30,0.68,4,21;30;31;41,
8657,upper,R2C2,Bi-207-9177,-10.49,2.18,11,2.59,4,4;11;12;20,CHECK
8657,upper,R2C3,Bi-207-8779,-8.43,-2.44,22,1.96,3,22;23;32,CHECK
8657,lower,R2C1,Bi-207-9176,-10.01,8.15,,,0,,CHECK
8657,lower,R2C3,Bi-207-8779,-9.96,-5.0,,,0,,CHECK
8657,lower,R1C2,Cd-109-9178,-5.19,4.27,1096,0.08,7,1085;1086;1095;1096;1097;1105;1106,
8657,lower,R1C3,Bi-207-8890,-5.28,-2.16,1100,0.44,5,1089;1099;1100;1109;1110,
8657,lower,R2C2,Bi-207-9177,-10.03,1.4,1116,1.86,4,1107;1108;1116;1117,CHECK
8658,upper,R1C2,Cd-109-9178,-3.37,3.09,38,0.53,5,28;38;39;49;50,
8658,upper,R1C3,Bi-207-8890,-2.23,-2.93,42,1.61,5,32;42;43;53;54,
8658,upper,R2C1,Bi-207-9176,-8.98,6.5,17,2.58,4,9;17;18;27,CHECK
8658,upper,R2C2,Bi-207-9177,-8.1,0.35,11,0.54,4,11;12;19;20,
8658,upper,R2C3,Bi-207-8779,-6.04,-4.28,33,1.95,3,33;34;44,CHECK
8658,lower,R1C2,Cd-109-9178,-3.23,2.29,1087,0.76,4,1075;1076;1086;1087,
8658,lower,R1C3,Bi-207-8890,-3.31,-4.15,1090,0.81,5,1078;1079;1089;1090;1091,
8658,lower,R2C1,Bi-207-9176,-8.05,6.17,1105,1.62,6,1085;1095;1096;1097;1105;1106,
8658,lower,R2C2,Bi-207-9177,-8.06,-0.58,1117,0.34,4,1108;1109;1116;1117,
8658,lower,R2C3,Bi-207-8779,-8.0,-6.98,1111,2.18,4,1101;1102;1111;1112,CHECK
8659,upper,R1C2,Cd-109-9178,3.96,0.69,98,0.28,4,98;99;107;108,
8659,upper,R1C3,Bi-207-8890,5.1,-5.34,102,1.53,4,91;101;102;111,
8659,upper,R2C1,Bi-207-9176,-1.65,4.09,74,2.41,4,73;74;85;86,CHECK
8659,upper,R2C2,Bi-207-9177,-0.77,-2.05,77,1.93,4,77;78;88;89,CHECK
8659,upper,R2C3,Bi-207-8779,1.29,-6.68,67,2.52,4,54;55;66;67,CHECK
8659,lower,R1C2,Cd-109-9178,4.15,5.32,1026,0.84,4,1017;1026;1027;1037,
8659,lower,R1C3,Bi-207-8890,4.07,-1.11,1030,0.4,4,1020;1021;1029;1030,
8659,lower,R2C1,Bi-207-9176,-0.67,9.2,1047,2.0,3,1047;1048;1060,CHECK
8659,lower,R2C2,Bi-207-9177,-0.68,2.45,1064,2.45,5,1051;1052;1064;1065;1077,CHECK
8659,lower,R2C3,Bi-207-8779,-0.62,-3.95,1079,1.67,4,1079;1080;1090;1091,
8681,upper,R1C2,Cd-109-9178,5.14,2.94,106,0.54,4,97;106;107;115,
8681,upper,R1C3,Bi-207-8890,6.28,-3.09,109,1.7,6,99;100;108;109;117;118,
8681,upper,R2C1,Bi-207-9176,-0.47,6.34,60,0.65,5,59;60;61;72;73,
8681,upper,R2C2,Bi-207-9177,0.41,0.19,76,0.75,5,63;64;76;77;88,
8681,upper,R2C3,Bi-207-8779,2.47,-4.43,80,2.37,5,67;68;79;80;81,CHECK
8681,lower,R1C2,Cd-109-9178,5.35,1.93,1019,0.23,5,1010;1011;1018;1019;1028,
8681,lower,R1C3,Bi-207-8890,5.26,-4.5,1022,1.04,7,1013;1014;1021;1022;1023;1031;1032,
8681,lower,R2C1,Bi-207-9176,0.53,5.82,1048,0.33,5,1047;1048;1049;1060;1061,
8681,lower,R2C2,Bi-207-9177,0.52,-0.94,1052,0.24,5,1040;1051;1052;1064;1065,
8681,lower,R2C3,Bi-207-8779,0.58,-7.34,1055,1.29,4,1055;1056;1067;1068,
8682,upper,R1C2,Cd-109-9178,2.05,3.76,86,0.35,7,74;75;85;86;87;96;97,
8682,upper,R1C3,Bi-207-8890,3.19,-2.27,100,0.65,5,89;90;100;101;110,
8682,upper,R2C1,Bi-207-9176,-3.56,7.16,48,1.71,7,36;37;47;48;49;60;61,
8682,upper,R2C2,Bi-207-9177,-2.68,1.01,51,0.45,5,40;51;52;63;64,
8682,upper,R2C3,Bi-207-8779,-0.62,-3.61,67,1.59,4,54;55;67;68,
8682,lower,R1C2,Cd-109-9178,-1.77,5.76,1073,0.57,6,1060;1061;1072;1073;1074;1085,
8682,lower,R1C3,Bi-207-8890,-1.86,-0.68,1077,0.44,4,1064;1065;1076;1077,
8682,lower,R2C1,Bi-207-9176,-6.59,9.64,1094,2.28,3,1084;1094;1095,CHECK
8682,lower,R2C2,Bi-207-9177,-6.61,2.89,1098,2.44,4,1087;1088;1097;1098,CHECK
8682,lower,R2C3,Bi-207-8779,-6.54,-3.51,1101,1.53,4,1090;1091;1101;1102,
8683,upper,R1C2,Cd-109-9178,0.67,3.68,74,0.65,4,62;74;75;86,
8683,upper,R1C3,Bi-207-8890,1.81,-2.34,78,1.09,5,66;78;79;89;90,
8683,upper,R2C1,Bi-207-9176,-4.94,7.08,26,1.07,5,25;26;27;36;37,
8683,upper,R2C2,Bi-207-9177,-4.06,0.94,51,1.81,7,39;40;50;51;52;63;64,CHECK
8683,upper,R2C3,Bi-207-8779,-2.0,-3.69,43,2.31,6,32;33;42;43;44;55,CHECK
8683,lower,R1C2,Cd-109-9178,0.74,2.71,1050,0.11,7,1038;1039;1049;1050;1051;1062;1063,
8683,lower,R1C3,Bi-207-8890,0.66,-3.73,1054,0.61,5,1042;1043;1053;1054;1066,
8683,lower,R2C1,Bi-207-9176,-4.07,6.59,1085,1.43,5,1073;1084;1085;1095;1096,
8683,lower,R2C2,Bi-207-9177,-4.09,-0.16,1088,0.38,6,1076;1077;1088;1089;1098;1099,
8683,lower,R2C3,Bi-207-8779,-4.03,-6.57,1092,0.46,4,1080;1091;1092;1102,
8684,upper,R1C2,Cd-109-9178,-0.81,3.15,62,0.32,6,49;50;62;63;74;75,
8684,upper,R1C3,Bi-207-8890,0.33,-2.88,53,2.59,4,52;53;65;66,CHECK
8684,upper,R2C1,Bi-207-9176,-6.42,6.55,27,2.51,5,18;27;28;37;38,CHECK
8684,upper,R2C2,Bi-207-9177,-5.54,0.4,20,1.27,7,11;12;19;20;21;29;30,
8684,upper,R2C3,Bi-207-8779,-3.48,-4.22,43,1.01,5,32;42;43;54;55,
8684,lower,R1C2,Cd-109-9178,-0.73,2.41,1063,0.68,4,1050;1062;1063;1075,
8684,lower,R1C3,Bi-207-8890,-0.81,-4.03,1066,0.57,7,1053;1054;1065;1066;1067;1078;1079,
8684,lower,R2C1,Bi-207-9176,-5.55,6.29,1105,1.63,3,1095;1096;1105,
8684,lower,R2C2,Bi-207-9177,-5.56,-0.46,1108,1.28,4,1098;1099;1108;1109,
8684,lower,R2C3,Bi-207-8779,-5.5,-6.87,1102,0.84,5,1091;1101;1102;1111;1112,
8685,upper,R1C2,Cd-109-9178,2.49,0.36,88,0.44,7,76;77;87;88;89;98;99,
8685,upper,R1C3,Bi-207-8890,3.63,-5.66,91,1.46,7,79;80;90;91;92;101;102,
8685,upper,R2C1,Bi-207-9176,-3.12,3.76,62,2.39,4,61;62;74;75,CHECK
8685,upper,R2C2,Bi-207-9177,-2.24,-2.38,54,1.95,4,42;43;54;55,CHECK
8685,upper,R2C3,Bi-207-8779,-0.18,-7.01,68,0.58,3,68;69;81,
8685,lower,R1C3,Bi-207-8890,2.32,-12.75,,,0,,CHECK
8685,lower,R2C3,Bi-207-8779,-2.37,-15.58,,,0,,CHECK
8685,lower,R1C2,Cd-109-9178,2.4,-6.31,1044,0.64,4,1033;1043;1044;1055,
8685,lower,R2C1,Bi-207-9176,-2.42,-2.43,1079,1.91,4,1079;1080;1090;1091,CHECK
8685,lower,R2C2,Bi-207-9177,-2.43,-9.18,1069,1.76,4,1056;1068;1069;1081,
8686,upper,R1C2,Cd-109-9178,4.05,0.62,98,0.38,4,98;99;107;108,
8686,upper,R1C3,Bi-207-8890,5.19,-5.4,102,1.58,4,91;101;102;111,
8686,upper,R2C1,Bi-207-9176,-1.56,4.03,74,2.33,4,73;74;85;86,CHECK
8686,upper,R2C2,Bi-207-9177,-0.68,-2.12,77,1.9,4,77;78;88;89,CHECK
8686,upper,R2C3,Bi-207-8779,1.38,-6.75,79,2.5,5,66;67;79;80;90,CHECK
8686,lower,R1C2,Cd-109-9178,4.24,5.3,1026,0.9,4,1017;1026;1027;1037,
8686,lower,R1C3,Bi-207-8890,4.16,-1.13,1030,0.49,4,1020;1021;1029;1030,
8686,lower,R2C1,Bi-207-9176,-0.58,9.18,1047,1.92,3,1047;1048;1060,CHECK
8686,lower,R2C2,Bi-207-9177,-0.59,2.43,1064,2.44,5,1051;1052;1064;1065;1077,CHECK
8686,lower,R2C3,Bi-207-8779,-0.53,-3.97,1079,1.76,4,1079;1080;1090;1091,
8687,upper,R1C2,Cd-109-9178,5.16,2.01,107,0.29,7,97;98;106;107;108;115;116,
8687,upper,R1C3,Bi-207-8890,6.3,-4.02,110,1.19,7,100;101;109;110;111;118;119,
8687,upper,R2C1,Bi-207-9176,-0.45,5.41,61,0.37,5,60;61;62;73;74,
8687,upper,R2C2,Bi-207-9177,0.43,-0.74,77,0.34,5,64;65;77;78;89,
8687,upper,R2C3,Bi-207-8779,2.49,-5.36,90,1.91,3,79;90;91,CHECK
8687,lower,R1C2,Cd-109-9178,5.29,1.62,1019,0.12,7,1010;1011;1018;1019;1020;1028;1029,
8687,lower,R1C3,Bi-207-8890,5.21,-4.82,1023,0.38,4,1014;1022;1023;1032,
8687,lower,R2C1,Bi-207-9176,0.47,5.5,1049,1.2,4,1048;1049;1061;1062,
8687,lower,R2C2,Bi-207-9177,0.46,-1.25,1053,1.38,4,1041;1052;1053;1065,
8687,lower,R2C3,Bi-207-8779,0.52,-7.65,1056,0.27,4,1055;1056;1068;1069,
8688,upper,R1C2,Cd-109-9178,3.1,1.72,87,0.85,5,86;87;88;97;98,
8688,upper,R1C3,Bi-207-8890,4.24,-4.31,101,0.49,5,90;91;100;101;110,
8688,upper,R2C1,Bi-207-9176,-2.51,5.12,48,0.98,4,37;48;49;61,
8688,upper,R2C2,Bi-207-9177,-1.63,-1.03,52,0.64,7,40;41;51;52;53;64;65,
8688,upper,R2C3,Bi-207-8779,0.43,-5.65,66,2.48,5,54;66;67;78;79,CHECK
8688,lower,R1C2,Cd-109-9178,3.66,0.9,1029,0.1,7,1019;1020;1028;1029;1030;1039;1040,
8688,lower,R1C3,Bi-207-8890,3.57,-5.53,1032,1.22,5,1023;1032;1033;1042;1043,
8688,lower,R2C1,Bi-207-9176,-1.16,4.78,1074,1.18,6,1061;1062;1073;1074;1075;1085,
8688,lower,R2C2,Bi-207-9177,-1.18,-1.97,1078,1.24,5,1065;1066;1077;1078;1089,
8688,lower,R2C3,Bi-207-8779,-1.12,-8.37,1081,1.27,4,1068;1069;1080;1081,
8689,upper,R1C2,Cd-109-9178,0.64,1.96,75,0.65,4,63;75;76;87,
8689,upper,R1C3,Bi-207-8890,1.78,-4.06,79,1.06,7,66;67;78;79;80;90;91,
8689,upper,R2C1,Bi-207-9176,-4.97,5.36,26,0.75,5,17;26;27;36;37,
8689,upper,R2C2,Bi-207-9177,-4.09,-0.78,30,1.16,4,30;31;40;41,
8689,upper,R2C3,Bi-207-8779,-2.03,-5.41,43,1.73,4,32;42;43;54,
8689,lower,R1C2,Cd-109-9178,0.75,0.96,1051,0.09,7,1039;1040;1050;1051;1052;1063;1064,
8689,lower,R1C3,Bi-207-8890,0.67,-5.48,1054,1.15,5,1042;1043;1054;1055;1067,
8689,lower,R2C1,Bi-207-9176,-4.07,4.84,1085,0.48,5,1074;1085;1086;1095;1096,
8689,lower,R2C2,Bi-207-9177,-4.08,-1.91,1089,0.38,7,1077;1078;1088;1089;1090;1099;1100,
8689,lower,R2C3,Bi-207-8779,-4.02,-8.32,1092,1.41,5,1080;1081;1091;1092;1102,
8690,upper,R1C2,Cd-109-9178,-1.04,2.15,63,0.5,6,50;51;62;63;64;75,
8690,upper,R1C3,Bi-207-8890,0.1,-3.88,66,0.95,4,66;67;78;79,
8690,upper,R2C1,Bi-207-9176,-6.65,5.55,17,0.37,4,9;17;18;27,
8690,upper,R2C2,Bi-207-9177,-5.77,-0.6,21,1.5,7,12;13;20;21;22;30;31,
8690,upper,R2C3,Bi-207-8779,-3.71,-5.22,43,0.05,4,42;43;54;55,
8690,lower,R1C2,Cd-109-9178,-0.78,1.71,1063,0.04,7,1050;1051;1062;1063;1064;1075;1076,
8690,lower,R1C3,Bi-207-8890,-0.87,-4.72,1067,0.49,6,1054;1066;1067;1068;1079;1080,
8690,lower,R2C1,Bi-207-9176,-5.6,5.59,1105,1.21,4,1095;1096;1105;1106,
8690,lower,R2C2,Bi-207-9177,-5.62,-1.16,1109,1.27,5,1099;1100;1108;1109;1110,
8690,lower,R2C3,Bi-207-8779,-5.55,-7.56,1092,1.91,3,1091;1092;1102,CHECK
8691,upper,R1C2,Cd-109-9178,2.45,-0.12,88,0.23,4,77;88;89;99,
8691,upper,R1C3,Bi-207-8890,3.59,-6.15,92,1.55,4,80;91;92;102,
8691,upper,R2C1,Bi-207-9176,-3.16,3.28,51,2.58,7,39;40;50;51;52;63;64,CHECK
8691,upper,R2C2,Bi-207-9177,-2.28,-2.86,54,1.47,4,42;43;54;55,
8691,upper,R2C3,Bi-207-8779,-0.23,-7.49,68,0.77,4,56;68;69;81,
8691,lower,R2C3,Bi-207-8779,-2.15,-10.94,,,0,,CHECK
8691,lower,R1C2,Cd-109-9178,2.62,-1.67,1041,0.37,5,1030;1031;1040;1041;1042,
8691,lower,R1C3,Bi-207-8890,2.53,-8.11,1044,1.21,5,1033;1043;1044;1055;1056,
8691,lower,R2C1,Bi-207-9176,-2.2,2.21,1062,1.92,5,1038;1049;1050;1061;1062,CHECK
8691,lower,R2C2,Bi-207-9177,-2.22,-4.54,1090,1.87,4,1079;1090;1091;1101,CHECK
8692,upper,R1C2,Cd-109-9178,5.19,4.53,105,0.67,4,96;105;106;114,
8692,upper,R1C3,Bi-207-8890,6.33,-1.49,108,1.84,6,98;99;107;108;116;117,CHECK
8692,upper,R2C1,Bi-207-9176,-0.42,7.93,59,0.8,4,59;60;71;72,
8692,upper,R2C2,Bi-207-9177,0.46,1.79,75,0.86,5,62;63;75;76;87,
8692,upper,R2C3,Bi-207-8779,2.52,-2.84,79,2.32,5,66;67;78;79;80,CHECK
8692,lower,R1C2,Cd-109-9178,5.38,3.41,1018,0.14,6,1009;1010;1017;1018;1019;1027,
8692,lower,R1C3,Bi-207-8890,5.3,-3.02,1021,1.29,5,1012;1013;1020;1021;1022,
8692,lower,R2C1,Bi-207-9176,0.56,7.29,1047,0.53,4,1047;1048;1059;1060,
8692,lower,R2C2,Bi-207-9177,0.55,0.54,1051,0.38,5,1039;1050;1051;1063;1064,
8692,lower,R2C3,Bi-207-8779,0.61,-5.86,1054,1.54,4,1054;1055;1066;1067,
8693,upper,R1C2,Cd-109-9178,3.03,4.99,85,0.81,4,85;86;95;96,
8693,upper,R1C3,Bi-207-8890,4.17,-1.03,99,0.45,5,88;89;99;100;109,
8693,upper,R2C1,Bi-207-9176,-2.58,8.39,47,0.69,4,47;48;59;60,
8693,upper,R2C2,Bi-207-9177,-1.7,2.25,50,0.65,4,39;50;51;63,
8693,upper,R2C3,Bi-207-8779,0.36,-2.38,66,1.55,4,53;54;66;67,
8693,lower,R1C2,Cd-109-9178,3.62,4.34,1027,0.13,7,1017;1018;1026;1027;1028;1037;1038,
8693,lower,R1C3,Bi-207-8890,3.54,-2.1,1031,0.54,5,1021;1030;1031;1041;1042,
8693,lower,R2C1,Bi-207-9176,-1.2,8.22,1072,1.14,4,1059;1060;1072;1073,
8693,lower,R2C2,Bi-207-9177,-1.21,1.47,1076,1.2,4,1063;1064;1075;1076,
8693,lower,R2C3,Bi-207-8779,-1.15,-4.93,1079,1.26,5,1066;1067;1079;1080;1091,
8694,upper,R1C2,Cd-109-9178,0.69,5.47,73,0.6,4,61;73;74;85,
8694,upper,R1C3,Bi-207-8890,1.82,-0.56,77,1.12,5,65;77;78;88;89,
8694,upper,R2C1,Bi-207-9176,-4.92,8.87,36,2.27,7,25;26;35;36;37;47;48,CHECK
8694,upper,R2C2,Bi-207-9177,-4.05,2.72,51,2.58,4,39;40;50;51,CHECK
8694,upper,R2C3,Bi-207-8779,-1.99,-1.9,42,2.35,4,32;42;43;54,CHECK
8694,lower,R1C2,Cd-109-9178,0.74,4.44,1049,0.11,7,1037;1038;1048;1049;1050;1061;1062,
8694,lower,R1C3,Bi-207-8890,0.66,-1.99,1053,0.61,5,1041;1042;1052;1053;1065,
8694,lower,R2C1,Bi-207-9176,-4.07,8.32,1084,1.43,4,1084;1085;1094;1095,
8694,lower,R2C2,Bi-207-9177,-4.09,1.57,1087,0.37,6,1076;1086;1087;1088;1097;1098,
8694,lower,R2C3,Bi-207-8779,-4.03,-4.83,1091,0.46,4,1090;1091;1101;1102,
8696,upper,R1C2,Cd-109-9178,-0.87,5.11,61,0.15,7,48;49;60;61;62;73;74,
8696,upper,R1C3,Bi-207-8890,0.27,-0.92,77,0.48,3,77;78;89,
8696,upper,R2C1,Bi-207-9176,-6.48,8.51,25,1.42,5,25;26;35;36;37,
8696,upper,R2C2,Bi-207-9177,-5.6,2.36,19,1.31,7,10;11;18;19;20;28;29,
8696,upper,R2C3,Bi-207-8779,-3.54,-2.26,52,1.9,5,51;52;53;64;65,CHECK
8696,lower,R1C2,Cd-109-9178,-0.75,4.27,1062,0.8,4,1049;1061;1062;1074,
8696,lower,R1C3,Bi-207-8890,-0.83,-2.17,1065,0.44,6,1053;1064;1065;1066;1077;1078,
8696,lower,R2C1,Bi-207-9176,-5.56,8.15,1094,0.47,3,1084;1094;1095,
8696,lower,R2C2,Bi-207-9177,-5.58,1.4,1107,1.22,4,1097;1098;1107;1108,
8696,lower,R2C3,Bi-207-8779,-5.52,-5.0,1111,1.25,4,1101;1102;1110;1111,
8697,upper,R1C2,Cd-109-9178,2.28,-3.3,90,0.17,5,78;79;90;91;101,
8697,upper,R1C3,Bi-207-8890,3.42,-9.32,103,1.56,3,92;102;103,
8697,upper,R2C1,Bi-207-9176,-3.33,0.11,51,1.32,7,39;40;50;51;52;63;64,
8697,upper,R2C2,Bi-207-9177,-2.46,-6.04,43,1.55,7,32;33;42;43;44;54;55,
8697,upper,R2C3,Bi-207-8779,-0.4,-10.67,69,2.04,4,68;69;80;81,CHECK
8697,lower,R1C2,Cd-109-9178,2.68,1.52,1039,0.48,6,1028;1029;1038;1039;1040;1051,
8697,lower,R1C3,Bi-207-8890,2.59,-4.92,1043,0.44,6,1032;1033;1042;1043;1054;1055,
8697,lower,R2C1,Bi-207-9176,-2.14,5.4,1062,2.38,5,1049;1050;1061;1062;1063,CHECK
8697,lower,R2C2,Bi-207-9177,-2.16,-1.35,1066,2.54,3,1053;1065;1066,CHECK
8697,lower,R2C3,Bi-207-8779,-2.09,-7.76,1080,1.7,5,1067;1079;1080;1091;1092,
8698,upper,R2C1,Bi-207-9176,-8.88,8.37,,,0,,CHECK
8698,upper,R1C2,Cd-109-9178,-3.27,4.96,37,0.53,5,27;37;38;48;49,
8698,upper,R1C3,Bi-207-8890,-2.13,-1.06,41,1.75,6,30;31;40;41;52;53,
8698,upper,R2C2,Bi-207-9177,-8.0,2.22,10,0.45,4,10;11;18;19,
8698,upper,R2C3,Bi-207-8779,-5.94,-2.4,32,2.05,5,32;33;42;43;44,CHECK
8698,lower,R1C2,Cd-109-9178,-2.97,4.32,1074,0.72,5,1073;1074;1075;1085;1086,
8698,lower,R1C3,Bi-207-8890,-3.05,-2.12,1089,0.79,5,1077;1078;1088;1089;1090,
8698,lower,R2C1,Bi-207-9176,-7.79,8.2,1094,2.57,3,1084;1094;1095,CHECK
8698,lower,R2C2,Bi-207-9177,-7.8,1.45,1116,0.74,4,1107;1108;1115;1116,
8698,lower,R2C3,Bi-207-8779,-7.74,-4.95,1101,2.57,4,1091;1101;1102;1111,CHECK
8699,upper,R2C1,Bi-207-9176,-11.33,8.32,,,0,,CHECK
8699,upper,R1C2,Cd-109-9178,-5.72,4.91,17,1.06,4,17;18;26;27,
8699,upper,R1C3,Bi-207-8890,-4.58,-1.11,30,0.71,4,21;30;31;41,
8699,upper,R2C2,Bi-207-9177,-10.46,2.17,11,2.56,4,4;11;12;20,CHECK
8699,upper,R2C3,Bi-207-8779,-8.4,-2.46,22,1.93,3,22;23;32,CHECK
8699,lower,R2C1,Bi-207-9176,-10.02,8.16,,,0,,CHECK
8699,lower,R2C3,Bi-207-8779,-9.97,-5.0,,,0,,CHECK
8699,lower,R1C2,Cd-109-9178,-5.2,4.28,1096,0.08,7,1085;1086;1095;1096;1097;1105;1106,
8699,lower,R1C3,Bi-207-8890,-5.28,-2.16,1100,0.44,5,1089;1099;1100;1109;1110,
8699,lower,R2C2,Bi-207-9177,-10.03,1.41,1116,1.86,4,1107;1108;1116;1117,CHECK
8700,upper,R1C2,Cd-109-9178,-2.26,1.94,50,0.65,4,39;50;51;63,
8700,upper,R1C3,Bi-207-8890,-1.12,-4.08,54,1.16,5,42;43;53;54;55,
8700,upper,R2C1,Bi-207-9176,-7.87,5.35,18,2.19,5,10;18;19;27;28,CHECK
8700,upper,R2C2,Bi-207-9177,-6.99,-0.8,12,1.26,4,12;13;20;21,
8700,upper,R2C3,Bi-207-8779,-4.93,-5.43,44,1.91,4,33;34;44;45,CHECK
8700,lower,R1C2,Cd-109-9178,-2.23,1.02,1076,0.16,7,1063;1064;1075;1076;1077;1087;1088,
8700,lower,R1C3,Bi-207-8890,-2.32,-5.42,1079,1.09,6,1066;1067;1079;1080;1090;1091,
8700,lower,R2C1,Bi-207-9176,-7.05,4.9,1105,0.42,5,1095;1096;1105;1106;1114,
8700,lower,R2C2,Bi-207-9177,-7.07,-1.85,1109,0.34,4,1108;1109;1117;1118,
8700,lower,R2C3,Bi-207-8779,-7.0,-8.25,1112,1.35,4,1101;1102;1111;1112,
8704,upper,R1C2,Cd-109-9178,6.29,2.23,115,0.59,4,106;107;115;116,
8704,upper,R1C3,Bi-207-8890,7.43,-3.8,110,2.2,4,109;110;118;119,CHECK
8704,upper,R2C1,Bi-207-9176,0.68,5.63,73,0.44,5,61;73;74;84;85,
8704,upper,R2C2,Bi-207-9177,1.56,-0.51,77,0.88,5,76;77;78;88;89,
8704,upper,R2C3,Bi-207-8779,3.61,-5.14,90,2.16,4,90;91;100;101,CHECK
8704,lower,R1C2,Cd-109-9178,6.6,0.74,1011,0.2,6,1004;1010;1011;1012;1019;1020,
8704,lower,R1C3,Bi-207-8890,6.51,-5.69,1023,1.36,5,1014;1022;1023;1032;1033,
8704,lower,R2C1,Bi-207-9176,1.78,4.62,1049,1.07,5,1037;1038;1048;1049;1061,
8704,lower,R2C2,Bi-207-9177,1.76,-2.13,1041,0.63,4,1040;1041;1052;1053,
8704,lower,R2C3,Bi-207-8779,1.83,-8.53,1056,1.3,4,1044;1055;1056;1068,
8705,upper,R1C2,Cd-109-9178,-0.83,1.18,51,1.45,5,50;51;52;63;64,
8705,upper,R1C3,Bi-207-8890,0.31,-4.85,79,0.68,5,67;79;80;90;91,
8705,upper,R2C1,Bi-207-9176,-6.44,4.58,28,2.31,5,18;19;28;29;39,CHECK
8705,upper,R2C2,Bi-207-9177,-5.56,-1.57,41,1.82,4,31;41;42;53,CHECK
8705,upper,R2C3,Bi-207-8779,-3.5,-6.19,43,1.02,6,32;33;43;44;54;55,
8705,lower,R1C2,Cd-109-9178,6.69,2.55,1010,0.08,5,1009;1010;1011;1018;1019,
8705,lower,R1C3,Bi-207-8890,6.61,-3.89,1013,1.3,5,1012;1013;1014;1021;1022,
8705,lower,R2C1,Bi-207-9176,1.87,6.43,1048,1.18,4,1036;1047;1048;1060,
8705,lower,R2C2,Bi-207-9177,1.86,-0.32,1040,0.51,4,1039;1040;1051;1052,
8705,lower,R2C3,Bi-207-8779,1.92,-6.72,1055,1.34,6,1043;1044;1054;1055;1056;1067,
8706,upper,R1C2,Cd-109-9178,4.53,4.14,96,0.81,4,96;97;105;106,
8706,upper,R1C3,Bi-207-8890,5.67,-1.89,118,1.29,4,110;118;119;126,
8706,upper,R2C1,Bi-207-9176,-1.08,7.54,47,1.2,4,47;48;59;60,
8706,upper,R2C2,Bi-207-9177,-0.2,1.39,63,0.65,5,50;51;63;64;76,
8706,upper,R2C3,Bi-207-8779,1.86,-3.23,100,1.99,4,89;99;100;109,CHECK
8706,lower,R1C2,Cd-109-9178,5.12,3.48,1018,0.13,7,1009;1010;1017;1018;1019;1027;1028,
8706,lower,R1C3,Bi-207-8890,5.04,-2.96,1031,1.34,5,1021;1022;1030;1031;1032,
8706,lower,R2C1,Bi-207-9176,0.3,7.36,1060,1.14,7,1047;1048;1059;1060;1061;1072;1073,
8706,lower,R2C2,Bi-207-9177,0.29,0.61,1064,1.21,5,1051;1052;1063;1064;1076,
8706,lower,R2C3,Bi-207-8779,0.35,-5.79,1067,1.25,5,1055;1067;1068;1079;1080,
8707,upper,R1C2,Cd-109-9178,2.16,4.49,85,0.71,4,74;85;86;96,
8707,upper,R1C3,Bi-207-8890,3.3,-1.53,89,1.07,6,77;78;88;89;90;100,
8707,upper,R2C1,Bi-207-9176,-3.45,7.9,47,1.2,5,35;36;47;48;60,
8707,upper,R2C2,Bi-207-9177,-2.57,1.75,51,0.94,5,39;40;50;51;52,
8707,upper,R2C3,Bi-207-8779,-0.51,-2.88,54,2.27,4,42;43;54;55,CHECK
8707,lower,R1C2,Cd-109-9178,2.26,3.57,1038,0.11,7,1027;1028;1037;1038;1039;1049;1050,
8707,lower,R1C3,Bi-207-8890,2.18,-2.87,1042,0.6,4,1031;1041;1042;1053,
8707,lower,R2C1,Bi-207-9176,-2.56,7.45,1084,1.3,4,1072;1073;1084;1085,
8707,lower,R2C2,Bi-207-9177,-2.57,0.7,1076,0.36,4,1076;1077;1087;1088,
8707,lower,R2C3,Bi-207-8779,-2.51,-5.7,1091,1.34,5,1079;1080;1091;1092;1102,
8708,upper,R1C2,Cd-109-9178,-0.61,4.6,61,0.61,4,49;61;62;74,
8708,upper,R1C3,Bi-207-8890,0.53,-1.43,65,1.31,4,65;66;77;78,
